venue_wikidata_id,venue_name,venue_type,destination_wikidata_id,destination_name,lat,lon
Q25249325,Parque municipal Llao Llao,nature reserve,Q414,Argentina,-41.05,-71.5
Q16622739,Patagonia National Park,national park,Q414,Argentina,-47.159166666667,-71.316944444444
Q130550251,Reserva Natural Urbana Arroyo Itá,nature reserve,Q414,Argentina,-27.3596663,-55.9100028
Q3123440,Cangandala National Park,national park,Q916,Angola,-9.8,16.75
Q3123450,Mupa National Park,national park,Q916,Angola,-15.91666667,15.58333333
Q6699917,Luengue-Luiana National Park,national park,Q916,Angola,-16.58333333,21.83333333
Q115275295,Maiombe National Park,national park,Q916,Angola,-4.6333333333333,12.75
Q6699586,Luenge National Park,national park,Q916,Angola,-17.100972222222,20.294055555556
Q6673574,Longa-Mavinga National Park,national park,Q916,Angola,-16.17,20.25
Q21413267,Reserva do Luando,nature reserve,Q916,Angola,-11.01417,17.65263
Q115273895,Mavinga National Park,national park,Q916,Angola,-16.17,20.25
Q2028082,Arikok National Park,national park,Q21203,Aruba,12.4988,-69.92654
Q13139866,Mucusso National Park,national park,Q916,Angola,-17.86666667,21.4
Q2456360,Trumerseen,nature reserve,Q40,Austria,47.98333333,13.1
Q108143693,Eglsee samt angrenzender Niedermoorflächen,nature reserve,Q40,Austria,47.797219,13.396284
Q108143638,Pfeiferanger,nature reserve,Q40,Austria,48.053,12.962
Q108143640,Bruckangerlau,nature reserve,Q40,Austria,48.49938,14.647974
Q700204,Salzburger Lungau and Kärntner Nockberge,national park,Q40,Austria,46.9692,13.7256
Q98783610,Q98783610,nature reserve,Q40,Austria,,
Q108143655,Edlbacher Moor,nature reserve,Q40,Austria,47.710616,14.346744
Q108143660,Gierer Streuwiese,nature reserve,Q40,Austria,47.732622,14.317696
Q99336178,Almauen,nature reserve,Q40,Austria,48.049786,13.920651
Q108143644,Vorderer Langbathsee,nature reserve,Q40,Austria,47.834856,13.680625
Q108143656,Planwiesengebiet,nature reserve,Q40,Austria,47.879,14.203
Q108143699,Kuhschellenrasen Wirt am Berg,nature reserve,Q40,Austria,48.134431,13.963544
Q55929898,Großes Löckenmoos und Grubenalmmoor,nature reserve,Q40,Austria,47.554427777778,13.545891666667
Q108143639,Jackenmoos auf dem Mühlberg,nature reserve,Q40,Austria,48.078042,12.953289
Q108143686,Aufhamer Uferwald,nature reserve,Q40,Austria,47.898503888889,13.53135
Q1970659,Naturpark Sparbach,nature reserve,Q40,Austria,48.07674,16.18687
Q108143641,Taferlklaussee,nature reserve,Q40,Austria,47.842789,13.626764
Q96175687,Hohe Kugel - Hoher Freschen - Mellental,nature reserve,Q40,Austria,47.31666,9.79166
Q38018209,"Gerlhamer Moor, Seewalchen am Attersee",nature reserve,Q40,Austria,47.951803,13.559309
Q1532974,Gmöser Moor,nature reserve,Q40,Austria,47.971166666667,13.856361111111
Q21979070,Türyançay Qoruğu,nature reserve,Q227,Azerbaijan,40.753333333333,47.431944444444
Q108143607,Pielach-Ofenloch-Neubacher Au,nature reserve,Q40,Austria,48.21389,15.37438
Q108143694,Wildmoos,nature reserve,Q40,Austria,47.877498,13.361023
Q108143714,Radriedlmoos,nature reserve,Q40,Austria,47.6795,13.669
Q108143636,Seeleithensee und angrenzende Streuwiesen,nature reserve,Q40,Austria,48.058889,12.9675
Q108143647,Laudachsee und die Laudachmoore,nature reserve,Q40,Austria,47.880393,13.854635
Q108143695,Edelkastanienwald,nature reserve,Q40,Austria,47.810504,13.491786
Q108143696,Egelsee und Egelseemoor,nature reserve,Q40,Austria,47.8325,13.5044
Q2072944,Pesenbachtal,nature reserve,Q40,Austria,48.3664,14.0611
Q108068974,Q108068974,nature reserve,Q40,Austria,48.383,14.4658
Q21982592,Göyçay Qoruğu,nature reserve,Q227,Azerbaijan,40.6625,47.902222222222
Q1782622,Naturpark Sierningtal-Flatzer Wand,nature reserve,Q40,Austria,47.7333,15.9833
Q108143645,Hinterer Langbathsee,nature reserve,Q40,Austria,47.830741,13.653973
Q108143679,Q108143679,nature reserve,Q40,Austria,48.1903,14.208437
Q108143637,Q108143637,nature reserve,Q40,Austria,48.026816,12.890084
Q2047301,Zagatala State Reserve,nature reserve,Q227,Azerbaijan,41.8019,46.6278
Q4068343,Absheron National Park,national park,Q9248,Baku,40.28361111,50.35944444
Q108143701,Q108143701,nature reserve,Q40,Austria,48.4618,14.3646
Q108143648,Orter Bucht,nature reserve,Q40,Austria,47.912265,13.788307
Q108143650,Großer Ödsee,nature reserve,Q40,Austria,47.763638,14.018324
Q108068975,Buchenwald Ranshofen,nature reserve,Q40,Austria,48.234873,13.024791
Q2393044,Tanner Moor,nature reserve,Q40,Austria,48.5086,14.8636
Q108143659,Mooswiesen bei Rading,nature reserve,Q40,Austria,47.736805555556,14.3
Q2060096,Ilisu State Reserve,nature reserve,Q227,Azerbaijan,41.483333333333,46.966666666667
Q108143658,Gleinkersee,nature reserve,Q40,Austria,47.687778,14.294341
Q108143683,Kreuzberg in Weyer,nature reserve,Q40,Austria,47.860437,14.656369
Q96184703,Schubbas,nature reserve,Q40,Austria,47.34965,9.6551194444444
Q108143682,Sumpfwiese Walleiten,nature reserve,Q40,Austria,48.4586,13.7062
Q21879089,Bewahrungszone Waasen-Hanság,nature reserve,Q40,Austria,47.731944444444,17.036111111111
Q108143706,Roten Auen,nature reserve,Q40,Austria,48.527926,14.73483
Q108143652,"Dachstein in den Gemeinden Gosau, Hallstatt und Obertraun",nature reserve,Q40,Austria,47.504324,13.631328
Q108143651,Kleiner Ödsee,nature reserve,Q40,Austria,47.759502,14.019567
Q108143723,Kleines Löckenmoos,nature reserve,Q40,Austria,47.564501,13.545991
Q108143681,Stadlau,nature reserve,Q40,Austria,48.7075,13.854
Q108143684,Pesenbachtal,nature reserve,Q40,Austria,48.387,14.0491
Q612901,National Park Thayatal,national park,Q40,Austria,48.8522,15.8633
Q18624155,Forchet,nature reserve,Q40,Austria,47.22166667,10.84805556
Q21881529,Gipslöcher,nature reserve,Q40,Austria,47.21881,10.11204
Q108143654,Schwarzensee in St.Wolfgang,nature reserve,Q40,Austria,47.753,13.497
Q108143697,Zellersee (Irrsee),nature reserve,Q40,Austria,47.912222,13.306944
Q16930858,Hartberger Gmoos,nature reserve,Q40,Austria,47.275,15.975
Q108143705,Mündungsbereich der Fuschler-Ache,nature reserve,Q40,Austria,47.819762,13.366591
Q108143717,Großes Langmoos,nature reserve,Q40,Austria,47.674889,13.670921
Q696014,Hohe Tauern National Park,national park,Q40,Austria,47.13556,12.32529
Q108143680,Orchideenwiese in Freundorf,nature reserve,Q40,Austria,48.7142,13.8845
Q21877771,Naturschutzgebiet Eichkogel,nature reserve,Q40,Austria,48.06255,16.29227
Q108143700,Mösl im Ebenthal,nature reserve,Q40,Austria,47.7025,14.419
Q1655873,Ibmer Moor,nature reserve,Q40,Austria,48.0439,12.9558
Q108143707,Spießmoja,nature reserve,Q40,Austria,48.0959,13.294
Q369655,Gesäuse National Park,national park,Q40,Austria,47.5922,14.6489
Q108143685,Kammerschlager Flachmoorwiese,nature reserve,Q40,Austria,48.399152,14.256604
Q108143722,Atzmoos,nature reserve,Q40,Austria,47.66561,13.654973
Q108143728,Orchideenwiese im Pechgraben,nature reserve,Q40,Austria,47.9206,14.509
Q108143704,Hangwälder im Tal der Großen Mühl,nature reserve,Q40,Austria,48.440631,13.975615
Q108143735,Schlossberg Neuhaus,nature reserve,Q40,Austria,48.421525,13.991227
Q21982390,Altıağac Qoruğ,nature reserve,Q227,Azerbaijan,40.890277777778,49.130833333333
Q96184325,Mösle,nature reserve,Q40,Austria,47.343563888889,9.6431611111111
Q108143690,Kreuzbauernmoor,nature reserve,Q40,Austria,48.009883,13.432025
Q108143692,Langmoos,nature reserve,Q40,Austria,47.84862,13.303925
Q1983942,Neydhartinger Moor,nature reserve,Q40,Austria,48.0506,13.8806
Q1277084,Q1277084,nature reserve,Q40,Austria,46.38833333,14.56861111
Q108143709,Tal des Kleinen Kößlbaches,nature reserve,Q40,Austria,48.4579,13.773
Q108143688,Reinthallermoos,nature reserve,Q40,Austria,47.916008,13.52274
Q108143643,Nussensee in Bad Ischl,nature reserve,Q40,Austria,47.70425,13.571649
Q108143703,Haller Mauern (A5) - Totes Gebirge,nature reserve,Q40,Austria,47.663904,14.413144
Q108143719,Kleines Langmoos,nature reserve,Q40,Austria,47.674385,13.678328
Q4935045,Northern Limestone Alps,natural region,Q40,Austria,47.341944,14.221667
Q108143734,Richterbergau,nature reserve,Q40,Austria,48.528899,14.787604
Q108143677,Urfahrwänd,nature reserve,Q40,Austria,48.309581,14.26177
Q108143689,Pichlwald in Loibichl,nature reserve,Q40,Austria,47.815321,13.388695
Q108143698,Fischlhamerau,nature reserve,Q40,Austria,48.112386,13.95882
Q108143646,Offensee,nature reserve,Q40,Austria,47.753654,13.838839
Q108143657,Glöcklteich,nature reserve,Q40,Austria,47.700393,14.277739
Q108143712,Pleschinger Austernbank,nature reserve,Q40,Austria,48.322081,14.341805
Q108143708,Staninger Leiten,nature reserve,Q40,Austria,48.088303,14.456667
Q108143713,Leckenmoos,nature reserve,Q40,Austria,47.683306,13.667841
Q108143721,Pitzingmoos,nature reserve,Q40,Austria,47.669647,13.714727
Q108143809,Mühltal,nature reserve,Q40,Austria,48.462,13.9701
Q108143805,Burgberg in Losenstein,nature reserve,Q40,Austria,47.924,14.437
Q108143766,Traun-Donau-Auen,nature reserve,Q40,Austria,48.265496,14.371452
Q123614608,Q123614608,national park,Q40,Austria,47.1807,12.9113
Q108143789,Hobelsberg Riesn,nature reserve,Q40,Austria,48.052998,13.438101
Q2468740,Zengezur National Park,national park,Q227,Azerbaijan,39.1622,45.9297
Q108143808,Teile des Hehermooses und der Holzöstersee,nature reserve,Q40,Austria,48.0584,12.8995
Q2060085,Garagol State Nature Reserve,nature reserve,Q227,Azerbaijan,39.78472222,46.00611111
Q108143781,Warscheneck Nord,nature reserve,Q40,Austria,47.673507,14.277686
Q2060062,Basut-Chay State Reserve,nature reserve,Q227,Azerbaijan,39.05,46.6
Q2468888,Altyaghach National Park,national park,Q227,Azerbaijan,40.88666667,48.89361111
Q108143788,Katrin,nature reserve,Q40,Austria,47.68433,13.55962
Q108143807,Moorwiese Unterweg,nature reserve,Q40,Austria,48.3791,14.9359
Q108143784,Torfau,nature reserve,Q40,Austria,48.685,13.884
Q593274,Göygöl National Park,national park,Q227,Azerbaijan,40.40583333,46.3225
Q2468697,Shahdag National Park,national park,Q227,Azerbaijan,40.92388889,48.25277778
Q108143765,Quellflur bei Grueb,nature reserve,Q40,Austria,47.87743,13.299057
Q108143777,Untere Steyr,nature reserve,Q40,Austria,48.047809,14.36341
Q108143790,Magerwiese Fuchsgraben,nature reserve,Q40,Austria,48.472398,14.21423
Q108143776,Unterhimmler Au,nature reserve,Q40,Austria,48.041161111111,14.397622222222
Q108143806,Hangwälder Ritzlhof,nature reserve,Q40,Austria,48.1764,14.245
Q108143770,Moor bei Vorderweißenbach,nature reserve,Q40,Austria,48.567944,14.235963
Q108143793,Eibenwald,nature reserve,Q40,Austria,47.950195,14.441976
Q108143775,Moosalm,nature reserve,Q40,Austria,47.772,13.485
Q108143769,Schwarzenbergwiese,nature reserve,Q40,Austria,47.8869,14.2085
Q108143798,Halbtrockenrasen an der Traun in Pucking,nature reserve,Q40,Austria,48.1904,14.1636
Q108143811,Innauen bei Schärding,nature reserve,Q40,Austria,48.4492,13.4322
Q1630927,Kyzylagach National Park,nature reserve,Q227,Azerbaijan,39.101667,49.015278
Q108143791,Hollereck,nature reserve,Q40,Austria,47.883776,13.775632
Q108143787,Kalksteinmauer Laussa,nature reserve,Q40,Austria,47.953918,14.434776
Q108143792,Ettenau II,nature reserve,Q40,Austria,48.092629,12.756758
Q4056818,Aghgol National Park,national park,Q227,Azerbaijan,40.00916667,47.65
Q2059251,Turyanchay State Nature Reserve,nature reserve,Q227,Azerbaijan,40.769166666667,47.415
Q108143804,Hornspitzmoore,nature reserve,Q40,Austria,47.5707,13.4971
Q2383378,Hirkan National Park,national park,Q227,Azerbaijan,38.5639,48.72575
Q108143635,Heratingersee in Eggelsberg,nature reserve,Q40,Austria,48.070752,12.952012
Q108143796,Almsee und Umgebung,nature reserve,Q40,Austria,47.751061,13.956915
Q133801158,Q133801158,nature reserve,Q40,Austria,47.85247,13.66398
Q117865415,Unterer Inntal,nature reserve,Q40,Austria,48.2956,13.1898
Q108143772,Ettenau,nature reserve,Q40,Austria,48.074101,12.764298
Q108143797,Goiserer Weißenbachtal,nature reserve,Q40,Austria,47.6555,13.5212
Q4068343,Absheron National Park,national park,Q227,Azerbaijan,40.28361111,50.35944444
Q108143812,Krumme Steyrling,nature reserve,Q40,Austria,47.889861,14.313724
Q108143800,Moor bei Mitterhölbling,nature reserve,Q40,Austria,48.3754,14.9339
Q108143810,Biotop Sulzbach,nature reserve,Q40,Austria,48.1999,13.8886
Q123614565,Q123614565,national park,Q40,Austria,47.1465,12.738
Q108143799,Q108143799,nature reserve,Q40,Austria,47.8652,13.3258
Q108143801,Steyrschlucht,nature reserve,Q40,Austria,47.88884,14.243097
Q108143773,Traunstein,nature reserve,Q40,Austria,47.87199,13.834176
Q108143802,Jaidhaus,nature reserve,Q40,Austria,47.8482,14.3556
Q108143786,Nordmoor am Mattsee,nature reserve,Q40,Austria,47.993909,13.151195
Q536993,Greater Bendigo National Park,national park,Q408,Australia,-36.6739,144.255
Q426073,Ikara-Flinders Ranges National Park,national park,Q408,Australia,-31.4222,138.705
Q165026,Girraween National Park,national park,Q408,Australia,-28.7742,151.912
Q174656,Millstream Chichester National Park,national park,Q408,Australia,-21.2733,117.107
Q181891,Nullarbor National Park,national park,Q408,Australia,-31.4562,129.89905
Q539925,Murray Valley National Park,national park,Q408,Australia,-35.7933,145.027
Q422935,Nuga Nuga National Park,national park,Q408,Australia,-24.965277777778,148.68444444444
Q3625,Cudmore National Park,national park,Q408,Australia,-22.9409,146.2939
Q135434944,Akhar-Bakhar National Park,national park,Q227,Azerbaijan,,
Q3627,Chillagoe-Mungana Caves National Park,national park,Q408,Australia,-17.091666666667,144.39305555556
Q138096,Lindeman Islands National Park,national park,Q408,Australia,-20.475,149.08694444444
Q137917,Magnetic Island National Park,national park,Q408,Australia,-19.135833333333,146.84222222222
Q21982713,Pirqulu Qoruğ,nature reserve,Q227,Azerbaijan,40.771666666667,48.590555555556
Q21982481,Pirkuli Reserve,nature reserve,Q227,Azerbaijan,40.77703,48.51494
Q21982484,Hirkan State Nature Reserve,nature reserve,Q227,Azerbaijan,38.60171,48.74462
Q7270058,"Queen's Park, Bridgetown",national park,Q244,Barbados,13.0983,-59.6091
Q256022,Wyperfeld National Park,national park,Q408,Australia,-35.3892,141.877
Q4524236,Shirvan National Park,national park,Q227,Azerbaijan,39.5475,49.01555556
Q122412,Blackwood National Park,national park,Q408,Australia,-21.461666666667,146.715
Q23960,Grey Peaks National Park,national park,Q408,Australia,-17.042222222222,145.84777777778
Q12844337,Qax State Nature Reserve,national park,Q227,Azerbaijan,41.1288395895,46.695573565847
Q21982706,Eldar Şamı Qoruğ,nature reserve,Q227,Azerbaijan,41.183888888889,46.175277777778
Q385655,Walls of Jerusalem National Park,national park,Q408,Australia,-41.8689,146.259
Q24281,Halifax Bay Wetlands National Park,national park,Q408,Australia,-18.8675,146.26888888889
Q20579751,Korchay State Nature Reserve,nature reserve,Q227,Azerbaijan,,
Q203368,Boodjamulla (Lawn Hill) National Park,national park,Q408,Australia,-18.7014,138.488
Q4186734,Eldar Shami State Nature Reserve,nature reserve,Q227,Azerbaijan,41.172436,46.216831
Q138104,Littabella National Park,national park,Q408,Australia,-24.579166666667,152.04805555556
Q168618,Molle Islands National Park,national park,Q408,Australia,-20.376666666667,148.8575
Q60167,Leeuwin-Naturaliste National Park,national park,Q408,Australia,-34.2386,115.047
Q29723,Hasties Swamp National Park,national park,Q408,Australia,-17.300277777778,145.47416666667
Q137913,Lochern National Park,national park,Q408,Australia,-24.237222222222,143.32583333333
Q120765,Hinchinbrook Island National Park,national park,Q408,Australia,-18.3819,146.247
Q168421,Minerva Hills National Park,national park,Q408,Australia,-24.080555555556,148.06416666667
Q198185,Moorrinya National Park,national park,Q408,Australia,-21.3942,144.941
