clerical_match_score,found_by_blocking_rules,match_weight,match_probability,unique_id_l,unique_id_r,name_clean_l,name_clean_r,gamma_name_clean,bf_name_clean,entity_type_l,entity_type_r,gamma_entity_type,bf_entity_type,destination_id_l,destination_id_r,gamma_destination_id,bf_destination_id,lon_l,lon_r,lat_l,lat_r,gamma_lat_lon,bf_lat_lon,true_label_l,true_label_r,match_key
0.0,True,5.973700749975466,0.9843367958279785,osmacc_402748515,osmacc_4262610005,hotel camino de santiago,hotel casa cristina,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q1555,Q1555,1,537.0149074471742,-90.7245626,-90.7359426,14.5591258,14.5615735,1,628.7052254319054,12691,50,2
0.0,True,2.044729690853304,0.8049145759431194,osmacc_5781972053,osmacc_5870633585,home stay,home stay gulnora,1,68.6030400181494,Guesthouse,Guesthouse,1,1.957207182400477,Q863,Q863,1,537.0149074471742,72.5915079,71.880502,37.5749353,38.0625507,0,0.5721567615036462,27,54,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_3130689160,osmacc_3130689168,5th lane house,ocean conclave hotel,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q35381,Q35381,1,537.0149074471742,79.8546435,79.8522778,6.9047564,6.8975297,2,2229.629319717905,19902,57,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_13303018121,osmacc_28664318,金李酒店,如家酒店连锁杭州黄龙玉古路店,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q4970,Q4970,1,537.0149074471742,120.1228641,120.1220283,30.2625486,30.2648878,2,2229.629319717905,2738,61,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_316334672,osmacc_5082492027,villa stil ii,centrum rehabilitacji rolników krus sasanka,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q393,Q393,1,537.0149074471742,14.2414079,14.238914,53.9202127,53.9211042,2,2229.629319717905,10484,64,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_5900903885,osmacc_8464626268,منزل السيد أمير درويش,granda house,0,0.9509320097668568,Villa,Hotel,0,0.41223272252638565,Q3820,Q3820,1,537.0149074471742,35.5163516,35.5162696,33.8309857,33.8299277,2,2229.629319717905,10735,69,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_3111754051,osmacc_5163339322,європа,севен,0,0.9509320097668568,Hostel,Hostel,1,1.957207182400477,Q36036,Q36036,1,537.0149074471742,24.0350009,24.0394687,49.8405377,49.8392122,2,2229.629319717905,10962,73,1
0.0,True,13.972835473802974,0.9999378085922256,osmacc_5157965941,osmacc_5971401021,nabinoonya resort beach,nabinoonya resort beach campground,1,68.6030400181494,Camping,Camping,1,1.957207182400477,Q3894,Q3894,1,537.0149074471742,32.5471432,32.5462312,0.1089259,0.1096381,2,2229.629319717905,2549,79,1
0.0,True,2.044729690853304,0.8049145759431194,osmacc_2031031100,osmacc_2612876938,hotel restaurante romero torres,hotel restaurante don pedro,1,68.6030400181494,Hotel,Hotel,1,1.957207182400477,Q29,Q29,1,537.0149074471742,-5.4081875,-4.0208127,38.275977,39.8721466,0,0.5721567615036462,13346,81,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_11656096574,osmacc_28015759,hilton garden inn,aloft dallas downtown,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q16557,Q16557,1,537.0149074471742,-96.7989915,-96.8010966,32.7819885,32.7772112,2,2229.629319717905,8929,82,1
0.0,True,13.972835473802974,0.9999378085922256,osmacc_105063693,osmacc_106651793,baza de odihnă cristina,baza de odihnă vatra,1,68.6030400181494,Camping,Camping,1,1.957207182400477,Q21197,Q21197,1,537.0149074471742,29.0966099,29.1010692,47.0847798,47.0843162,2,2229.629319717905,17816,86,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4910307324,osmacc_6506428254,old city,гостиница asia бухара,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q5764,Q5764,1,537.0149074471742,64.4216851,64.4184109,39.7707147,39.7735825,2,2229.629319717905,17757,94,1
0.0,True,7.978885618577887,0.9960518101662312,osmacc_1683858483,osmacc_1683858561,altagracia,hotel bachita,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q736,Q736,1,537.0149074471742,-79.8520539,-79.8521606,0.8710062,0.8710929,3,11982.90732498872,7781,98,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4511016805,osmacc_718402785,the address dubai marina,dusit,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q612,Q612,1,537.0149074471742,55.1407608,55.1443893,25.0769208,25.0829862,2,2229.629319717905,8262,100,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_438490929,osmacc_438739929,shahid janani hostel,omor ekushe hostel,0,0.9509320097668568,Hostel,Hostel,1,1.957207182400477,Q1354,Q1354,1,537.0149074471742,90.380335,90.3795341,23.7368139,23.7360971,2,2229.629319717905,14467,108,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_2262235408,osmacc_4699671241,apart garten village,du helder,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q1486,Q1486,1,537.0149074471742,-58.3794678,-58.3786213,-34.6054378,-34.6081735,2,2229.629319717905,17806,111,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_2779438439,osmacc_472086762,hotel florencia centro histórico,hotel american,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q3110,Q3110,1,537.0149074471742,-89.200384,-89.200069,13.70199,13.7004471,2,2229.629319717905,10044,112,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_429255980,osmacc_429256242,zuni,mohawk,0,0.9509320097668568,Camping,Camping,1,1.957207182400477,Q39709,Q39709,1,537.0149074471742,-93.9073523,-93.9084359,41.952205,41.9472526,2,2229.629319717905,9756,113,1
0.0,True,11.725569925516991,0.9997047951343376,osmacc_5352433022,osmacc_970139684,khách sạn my youth,khách sạn hanoi a1,1,68.6030400181494,Hostel,Hotel,0,0.41223272252638565,Q1858,Q1858,1,537.0149074471742,105.8537923,105.8536784,21.0349068,21.0320927,2,2229.629319717905,19852,117,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_1476617432,osmacc_963701874,riad asrari - d house,riad al jazira,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q101625,Q101625,1,537.0149074471742,-7.9938523,-7.9924748,31.6361669,31.6368648,2,2229.629319717905,2003,124,1
0.0,True,7.978885618577887,0.9960518101662312,osmacc_389030248,osmacc_389030252,haus andrea,ferienwohnung heißenplatte,0,0.9509320097668568,Guesthouse,Villa,0,0.41223272252638565,Q1726,Q1726,1,537.0149074471742,11.9609169,11.9613644,47.6899715,47.6895052,3,11982.90732498872,19116,127,1
0.0,True,10.22615116686387,0.9991658208550364,osmacc_9395710917,osmacc_9395730717,hotel aymara,hotel portón oriente,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q48278,Q48278,1,537.0149074471742,-75.3707594,-75.370305,6.1562134,6.156855,3,11982.90732498872,19534,132,1
0.0,True,10.22615116686387,0.9991658208550364,osmacc_4529884733,osmacc_4529884736,clifton court hotel,elmfield hotel,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q24826,Q24826,1,537.0149074471742,-3.0565859,-3.0559327,53.786786,53.7873074,3,11982.90732498872,19651,138,1
0.0,True,7.63805553103216,0.9950049319402914,osmacc_353247966,osmacc_4685223242,fairfield inn suites columbus airport,fairfield inn suites columbus east,2,3312.090648862997,Hotel,Hotel,1,1.957207182400477,Q16567,Q16567,1,537.0149074471742,-82.8904112,-82.7863063,39.9990317,39.9357059,0,0.5721567615036462,13638,144,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_3291844981,osmacc_4279915234,swiss hotel,casa villa,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q1865,Q1865,1,537.0149074471742,101.6952746,101.7012567,3.1515005,3.146684,2,2229.629319717905,18806,149,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_11121741160,osmacc_4161768490,全季酒店,上海船长酒店,0,0.9509320097668568,Hotel,Hostel,0,0.41223272252638565,Q8686,Q8686,1,537.0149074471742,121.476595,121.4848556,31.2363629,31.2372667,2,2229.629319717905,6474,173,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_1350641894,osmacc_530751113,sleeping belle,hôtel le saint-hubert,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q90,Q90,1,537.0149074471742,2.3698592,2.3723255,48.8466561,48.8470278,2,2229.629319717905,11541,174,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4169582923,osmacc_4217428791,riad dalla santa,riad ba sidi,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q101625,Q101625,1,537.0149074471742,-7.9890659,-7.986147,31.6320086,31.6281536,2,2229.629319717905,18857,176,1
0.0,True,3.5982340862451,0.9237275810990153,osmacc_5924425541,osmacc_8842436398,hôtel,hôtel,3,201.37000576850912,Hotel,Hotel,1,1.957207182400477,Q1515,Q1515,1,537.0149074471742,-4.0718266,-4.0178669,5.3475995,5.4468468,0,0.5721567615036462,11715,177,0
0.0,True,2.044729690853304,0.8049145759431194,osmacc_2687649540,osmacc_4919317400,hôtel des falaises,hôtel de la marine,1,68.6030400181494,Hotel,Hotel,1,1.957207182400477,Q42810,Q42810,1,537.0149074471742,0.2036935,0.5303055,49.7081563,49.4697819,0,0.5721567615036462,13806,189,2
0.0,True,2.044729690853304,0.8049145759431194,osmacc_5287329294,osmacc_8344858735,ferienwohnung villa-eden,ferienwohnung mayer,1,68.6030400181494,Villa,Villa,1,1.957207182400477,Q3012,Q3012,1,537.0149074471742,9.6295126,9.6370294,47.9537907,48.8726604,0,0.5721567615036462,16823,191,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_1545902897,osmacc_1545902917,gästehaus arnold,sonnhof,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q1735,Q1735,1,537.0149074471742,11.0029516,11.0032772,46.9614124,46.962585,2,2229.629319717905,15145,192,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_2762190590,osmacc_3701372146,gifford house,priestville guest house,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q23436,Q23436,1,537.0149074471742,-3.1696021,-3.1669733,55.9361591,55.9354637,2,2229.629319717905,12511,195,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_13889937403,osmacc_13910572604,فندق جيويل,فيلا الريان,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q87,Q87,1,537.0149074471742,30.0343125,30.0325575,31.2906711,31.2864579,2,2229.629319717905,5121,198,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_11537311210,osmacc_12565811102,a casa di ste',piano monaco,0,0.9509320097668568,Villa,Hotel,0,0.41223272252638565,Q2656,Q2656,1,537.0149074471742,13.1716835,13.1746057,38.1582476,38.1627431,2,2229.629319717905,304,201,1
0.0,True,13.972835473802974,0.9999378085922256,osmacc_5352433022,osmacc_5548258790,khách sạn my youth,khách sạn hanoi central,1,68.6030400181494,Hostel,Hostel,1,1.957207182400477,Q1858,Q1858,1,537.0149074471742,105.8537923,105.8459023,21.0349068,21.0308044,2,2229.629319717905,19852,203,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_10032108774,osmacc_1430155886,გუმბათი,ოთო,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q25475,Q25475,1,537.0149074471742,41.6185583,41.6176639,41.6436365,41.6410558,2,2229.629319717905,5366,208,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_320156858,osmacc_728925229,chateau motel,home2 suites by hilton edmonton south,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q2096,Q2096,1,537.0149074471742,-113.4950196,-113.4964543,53.4200991,53.4220901,2,2229.629319717905,18115,213,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_1683647365,osmacc_4264429921,camping juan bautista,hotel los cóndores,0,0.9509320097668568,Camping,Hotel,0,0.41223272252638565,Q298,Q298,1,537.0149074471742,-69.3476696,-69.3471054,-32.5897763,-32.5912036,2,2229.629319717905,12912,217,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_12376556606,osmacc_12379294302,royal palace,ratangarh palace,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q66485,Q66485,1,537.0149074471742,75.8007542,75.7958133,26.9213955,26.9157191,2,2229.629319717905,9366,218,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_12108216094,osmacc_13313654503,dar ibrahim,riad safia,0,0.9509320097668568,Hostel,Hotel,0,0.41223272252638565,Q3551,Q3551,1,537.0149074471742,-6.8407763,-6.839598,34.0257234,34.0258748,2,2229.629319717905,16334,227,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_2673931008,osmacc_2673931027,cacique hotel,hotel bandeirante,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q2844,Q2844,1,537.0149074471742,-47.9665795,-47.9656484,-15.8685841,-15.8696264,2,2229.629319717905,2824,231,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4456105017,osmacc_5479461034,itaca porto,chiaro di luna,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q13666,Q13666,1,537.0149074471742,15.2407252,15.2393261,38.2194718,38.2166901,2,2229.629319717905,2504,240,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_2879916804,osmacc_2886413579,tidur tidur,906 riverside,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q833,Q833,1,537.0149074471742,102.2496636,102.2478912,2.1959334,2.1993317,2,2229.629319717905,18329,254,1
0.0,True,12.146487253744652,0.9997794803910532,osmacc_1534538447,osmacc_2061506751,hôtel ibis lille centre gares,hôtel ibis lille lomme,1,68.6030400181494,Hotel,Hotel,1,1.957207182400477,Q648,Q648,1,537.0149074471742,3.0711944,3.0093619,50.6346891,50.6464242,1,628.7052254319054,13191,268,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4769242247,osmacc_8086370463,速8酒店西安钟楼新民街店内宾,西安北大街钟楼希尔顿欢朋酒店,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q5826,Q5826,1,537.0149074471742,108.9449068,108.9422001,34.2677117,34.2746625,2,2229.629319717905,13987,279,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_1976181553,osmacc_4489108390,ing rigoberto sierra dra raiza barroso,casa loreta,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q1563,Q1563,1,537.0149074471742,-82.3628882,-82.355466,23.1405335,23.1373872,2,2229.629319717905,13444,280,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_6372901041,osmacc_6948599586,kolina do sol,jumpy,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q1011,Q1011,1,537.0149074471742,-25.0893052,-25.092707,17.1977811,17.1978228,2,2229.629319717905,19530,282,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_3283663939,osmacc_3284385553,дениз пансионат,спутник пансионат,0,0.9509320097668568,Guesthouse,Guesthouse,1,1.957207182400477,Q813,Q813,1,537.0149074471742,76.9611562,76.9573015,42.6046572,42.6045798,2,2229.629319717905,10012,285,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_13659307612,osmacc_3451549135,hôtel eden cassis,hôtel liautaud,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q23482,Q23482,1,537.0149074471742,5.5427916,5.5384666,43.2135165,43.2140274,2,2229.629319717905,9592,287,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_5096960722,osmacc_5519125826,yerivan,alley residence,0,0.9509320097668568,Hotel,Villa,0,0.41223272252638565,Q1953,Q1953,1,537.0149074471742,44.5127056,44.5115301,40.1841646,40.1813726,2,2229.629319717905,19529,291,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_11099089388,osmacc_11173174730,hotel houze detroit,cambria hotel,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q12439,Q12439,1,537.0149074471742,-83.0515251,-83.0549399,42.3315259,42.3292649,2,2229.629319717905,14482,296,1
0.0,True,7.978885618577887,0.9960518101662312,osmacc_11011811807,osmacc_6818498386,قصر الشرق قاعة ملهى,فندق قصر الشرق,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q1530,Q1530,1,537.0149074471742,44.4329658,44.4330609,33.302058,33.3018924,3,11982.90732498872,12653,297,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_4618069090,osmacc_9907213917,فندق برج بغداد,ابو عبدو المصلاوي حدادفايبر,0,0.9509320097668568,Hotel,Guesthouse,0,0.41223272252638565,Q1530,Q1530,1,537.0149074471742,44.4378689,44.4435794,33.3007773,33.2965262,2,2229.629319717905,14587,301,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_5221767122,osmacc_5265801846,hostal cacao,hostal yungay,0,0.9509320097668568,Hostel,Hotel,0,0.41223272252638565,Q2887,Q2887,1,537.0149074471742,-70.664584,-70.6624001,-33.4427206,-33.437925,2,2229.629319717905,13850,306,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_3148277093,osmacc_7217846190,hilton garden inn lincoln downtownhaymarket,the kindler hotel,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q28260,Q28260,1,537.0149074471742,-96.7096792,-96.7051965,40.8167159,40.8151238,2,2229.629319717905,14999,312,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_2314249017,osmacc_2879878940,eastern heritage,sixty 3 heritage,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q833,Q833,1,537.0149074471742,102.2535456,102.2487448,2.1965375,2.1952514,2,2229.629319717905,12708,321,1
0.0,True,12.146487253744652,0.9997794803910532,osmacc_3087526353,osmacc_3634135018,ferienwohnung forsthaus scharrl,ferienwohnung,1,68.6030400181494,Villa,Villa,1,1.957207182400477,Q1055,Q1055,1,537.0149074471742,9.9063924,10.0179639,53.0874173,53.0931819,1,628.7052254319054,17344,324,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4031516562,osmacc_4528972369,hôtel terminus,hotel estrangers,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q3561,Q3561,1,537.0149074471742,3.0612758,3.0598067,36.7803635,36.7802748,2,2229.629319717905,18813,326,1
0.0,True,7.978885618577887,0.9960518101662312,osmacc_6089194689,osmacc_6938896887,tourist lodge,native inn bomdila,0,0.9509320097668568,Hotel,Guesthouse,0,0.41223272252638565,Q917,Q917,1,537.0149074471742,92.4220099,92.4229237,27.2662929,27.2659754,3,11982.90732498872,8492,329,1
0.0,True,2.044729690853304,0.8049145759431194,osmacc_1285171005,osmacc_1393528755,bază de odihnă abandonată,bază de odihnă,1,68.6030400181494,Camping,Camping,1,1.957207182400477,Q21197,Q21197,1,537.0149074471742,29.1045744,28.771088,47.08278,46.7378587,0,0.5721567615036462,17364,331,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_4258032591,osmacc_4439730281,pacha mama,alibi b11,0,0.9509320097668568,Hostel,Hostel,1,1.957207182400477,Q546,Q546,1,537.0149074471742,13.5682413,13.5653726,45.5292388,45.5297895,2,2229.629319717905,14707,332,1
0.0,True,2.044729690853304,0.8049145759431194,osmacc_1017453283,osmacc_1240355800,holiday inn express las vegas - nellis,holiday inn express and suites,1,68.6030400181494,Hotel,Hotel,1,1.957207182400477,Q23768,Q23768,1,537.0149074471742,-115.0631,-114.9112758,36.2334485,35.9729002,0,0.5721567615036462,13197,340,2
0.0,True,2.044729690853304,0.8049145759431194,osmacc_4055577650,osmacc_474764720,hotel restaurant rhätia,hotel restaurant seemöwe,1,68.6030400181494,Hotel,Hotel,1,1.957207182400477,Q1844,Q1844,1,537.0149074471742,9.8136568,9.2837506,46.9695356,47.6064298,0,0.5721567615036462,19803,342,2
0.0,True,5.973700749975466,0.9843367958279785,osmacc_2388925504,osmacc_2435940458,hotel la neve,hotel la moncloa,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q1533,Q1533,1,537.0149074471742,-66.9179497,-66.8713919,10.4987092,10.4991393,1,628.7052254319054,8958,350,2
0.0,True,16.398937670633057,0.9999884276159442,osmacc_11167643545,osmacc_11167643547,bungalow 769,bungalow 259,1,68.6030400181494,Villa,Villa,1,1.957207182400477,Q1842,Q1842,1,537.0149074471742,5.9922341,5.992349,49.8758002,49.876153,3,11982.90732498872,19918,355,1
0.0,True,10.22615116686387,0.9991658208550364,osmacc_1363437792,osmacc_4250620904,clevers lakeview resort and conference centre previously known as norma jeane lake view lodge,clever lakeview resort and conference centre,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q954,Q954,1,537.0149074471742,31.0026002,31.0021407,-20.2519793,-20.2515142,3,11982.90732498872,7140,356,1
0.0,True,7.978885618577887,0.9960518101662312,osmacc_4537584000,osmacc_4537584001,phildene,arties,0,0.9509320097668568,Hotel,Guesthouse,0,0.41223272252638565,Q24826,Q24826,1,537.0149074471742,-3.0543538,-3.0542076,53.802589,53.8025969,3,11982.90732498872,15423,358,1
0.0,True,12.146487253744652,0.9997794803910532,osmacc_13840121080,osmacc_4254324256,дейли рент иманбаевой 2,дейли рент абая 10,1,68.6030400181494,Villa,Villa,1,1.957207182400477,Q1520,Q1520,1,537.0149074471742,71.4373044,71.4070715,51.1601619,51.1646277,1,628.7052254319054,19472,365,2
0.0,True,7.800048970033788,0.9955330921509717,osmacc_12405372312,osmacc_773059233,hotel sofitel,the paramount serviced apartments melbourne,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q3141,Q3141,1,537.0149074471742,144.9727909,144.969767,-37.8140317,-37.81181,2,2229.629319717905,9159,367,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_5280009166,osmacc_5280009184,kamenge city guest,kilimandjaro,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q3854,Q3854,1,537.0149074471742,29.39316,29.38698,-3.34927,-3.35233,2,2229.629319717905,8418,368,1
0.0,True,13.972835473802974,0.9999378085922256,osmacc_1131416663,osmacc_943908854,villa 19 20,villa 3 4,1,68.6030400181494,Villa,Villa,1,1.957207182400477,Q87,Q87,1,537.0149074471742,29.4282615,29.4281695,30.9118952,30.9128113,2,2229.629319717905,8653,374,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_5280007857,osmacc_5280007866,sky lodge,atlantica hotel,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q967,Q967,1,537.0149074471742,29.98952,29.98981,-3.92584,-3.92825,2,2229.629319717905,18300,377,1
0.0,True,10.22615116686387,0.9991658208550364,osmacc_3817935098,osmacc_4960239596,layback surf hostel,monkey lala suites,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q3110,Q3110,1,537.0149074471742,-89.3831526,-89.3835634,13.493395,13.4930705,3,11982.90732498872,15989,378,1
0.0,True,19.56616131398183,0.9999987117564254,osmacc_9664983653,osmacc_9664983697,学生公寓14号楼,学生公寓3号楼,2,3312.090648862997,Hostel,Hostel,1,1.957207182400477,Q16666,Q16666,1,537.0149074471742,118.9299022,118.9308709,32.1239459,32.1215684,2,2229.629319717905,15639,385,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_10926485853,osmacc_3815056332,casbah meuble,dar el ikram,0,0.9509320097668568,Villa,Hotel,0,0.41223272252638565,Q3561,Q3561,1,537.0149074471742,3.0519172,3.0453611,36.7636874,36.7641899,2,2229.629319717905,2313,391,1
0.0,True,7.800048970033788,0.9955330921509717,osmacc_12610362722,osmacc_9956366680,grand hotel,bike 'up aparthotel wrocław,0,0.9509320097668568,Hotel,Hotel,1,1.957207182400477,Q1799,Q1799,1,537.0149074471742,17.0364517,17.0353302,51.0999992,51.101697,2,2229.629319717905,18840,395,1
0.0,True,5.5527834217478045,0.9791411230772383,osmacc_4628612491,osmacc_4859188320,airbnb,ホテル リソルトリニティ,0,0.9509320097668568,Guesthouse,Hotel,0,0.41223272252638565,Q26600,Q26600,1,537.0149074471742,130.4059762,130.4059799,33.5895675,33.5928356,2,2229.629319717905,19903,402,1
