wikidata_id,name,entity_type,parent_wikidata_id,parent_name,lat,lon
Q19707818,Mălina Mare,neighborhood,Q21197,Chișinău,46.99305556,28.84138889
Q4807855,"Aspen Woods, Calgary",neighborhood,Q36312,Calgary,51.0433,-114.193
Q7338078,Riverbend,neighborhood,Q16567,Columbus,39.9239,-83.106
Q5303424,Downtown East Village,neighborhood,Q36312,Calgary,51.0461,-114.053
Q14716455,Holly Hill,neighborhood,Q16567,Columbus,39.9366,-83.0964
Q7988810,Westgate,neighborhood,Q16567,Columbus,39.946843,-83.08214
Q20429771,Galata,neighborhood,Q21197,Chișinău,,
Q17091359,West Columbus,neighborhood,Q16567,Columbus,39.933333,-83.066667
Q7587555,St. Clair-Superior,neighborhood,Q37320,Cleveland,41.516666666667,-81.666666666667
Q115978322,MacEwan,neighborhood,Q36312,Calgary,51.156944,-114.13194
Q115978275,Bonavista Downs,neighborhood,Q36312,Calgary,50.944,-114.031
Q115978285,Connaught,neighborhood,Q36312,Calgary,51.05,-114.06667
Q115978321,Lower Mount Royal,neighborhood,Q36312,Calgary,51.0375,-114.08611
Q6512873,Lee-Miles,neighborhood,Q37320,Cleveland,41.44014,-81.564786
Q115978300,Forest Heights,neighborhood,Q36312,Calgary,51.049166666667,-113.96916666667
Q7083549,Old Brooklyn,neighborhood,Q37320,Cleveland,41.431558333333,-81.702330555556
Q115978295,East Springbank,neighborhood,Q36312,Calgary,51.041667,-114.20833
Q135105174,Medicine Hill,neighborhood,Q36312,Calgary,51.07832,-114.19902
Q6859931,Millrise,neighborhood,Q36312,Calgary,50.9183,-114.085
Q7838129,Tremont,neighborhood,Q37320,Cleveland,41.4736111,-81.6886111
Q115978349,Rideau Park,neighborhood,Q36312,Calgary,51.016667,-114.06667
Q7080770,Ohio City,neighborhood,Q37320,Cleveland,41.483611,-81.710278
Q115978337,North Haven Upper,neighborhood,Q36312,Calgary,51.102778,-114.08333
Q5683612,Havelock Town,neighborhood,Q35381,Colombo,6.8794444444444,79.865277777778
Q1427378,The Flats,neighborhood,Q37320,Cleveland,41.492,-81.696
Q7912188,Valley Ridge,neighborhood,Q36312,Calgary,51.0919,-114.249
Q7281349,Albert Park/Radisson Heights,neighborhood,Q36312,Calgary,51.0456,-113.989
Q22375752,North Glenmore Park,neighborhood,Q36312,Calgary,50.99042,-114.11842
Q4983055,Buckeye-Shaker,neighborhood,Q37320,Cleveland,41.483889,-81.590556
Q4974774,Brooklyn Centre,neighborhood,Q37320,Cleveland,41.453447222222,-81.699402777778
Q139583175,"Manchester Industrial, Calgary",neighborhood,Q36312,Calgary,51.012,-114.057
Q115978294,Douglas Glen,neighborhood,Q36312,Calgary,50.951389,-114.00556
Q7054857,North Coast Harbor,neighborhood,Q37320,Cleveland,41.5083,-81.6964
Q14874895,Strathcona Park,neighborhood,Q36312,Calgary,51.0472,-114.173
Q115978299,Evergreen Estates,neighborhood,Q36312,Calgary,50.929167,-114.1
Q5127124,Clark-Fulton,neighborhood,Q37320,Cleveland,41.4667,-81.7167
Q5265832,Detroit-Shoreway,neighborhood,Q37320,Cleveland,41.479061111111,-81.737794444444
Q115978306,Glencoe,neighborhood,Q36312,Calgary,51.033333,-114.08333
Q14357997,Diamond Cove,neighborhood,Q36312,Calgary,50.945,-114.022
Q7566418,Broadway–Slavic Village,neighborhood,Q37320,Cleveland,41.458056,-81.644722
Q19876404,Belvedere,neighborhood,Q36312,Calgary,51.03773,-113.90475
Q115978288,Country Hills Village,neighborhood,Q36312,Calgary,51.158333,-114.06528
Q5060229,Central,neighborhood,Q37320,Cleveland,41.5,-81.6667
Q115978380,Triwood,neighborhood,Q36312,Calgary,51.083333,-114.10833
Q5569399,Glenville,neighborhood,Q37320,Cleveland,41.5325,-81.615555555556
Q7079895,Ogden,neighborhood,Q36312,Calgary,50.9875,-114.012
Q6358795,Kamm's Corners,neighborhood,Q37320,Cleveland,41.4443,-81.8185
Q5147468,Collinwood,neighborhood,Q37320,Cleveland,41.558,-81.569
Q6801832,"McKenzie Lake, Calgary",neighborhood,Q36312,Calgary,50.9078,-113.987
Q7969288,Warehouse District,neighborhood,Q37320,Cleveland,41.4975,-81.701667
Q115978367,Victoria Park,neighborhood,Q36312,Calgary,51.033333,-114.05
Q63922471,Calgary/City Centre,neighborhood,Q36312,Calgary,,
Q6905332,Monterey Park,neighborhood,Q36312,Calgary,51.0817,-113.929
Q115978282,Cinnamon Hills,neighborhood,Q36312,Calgary,51.166667,-114.08333
Q22643956,Queens Park Village,neighborhood,Q36312,Calgary,51.08483,-114.08115
Q5121043,Cinnamon Gardens,neighborhood,Q35381,Colombo,6.9066666666667,79.863333333333
Q115978327,Meadowland Park,neighborhood,Q36312,Calgary,51.0,-114.06667
Q8032901,Woodlands,neighborhood,Q36312,Calgary,50.941388888889,-114.10888888889
Q7148420,Patterson,neighborhood,Q36312,Calgary,51.0633,-114.174
Q5430141,Fairfax,neighborhood,Q37320,Cleveland,41.4839,-81.5906
Q7512651,Signal Hill,neighborhood,Q36312,Calgary,51.0306,-114.175
Q7857183,Tuxedo Park,neighborhood,Q36312,Calgary,51.0778,-114.062
Q7138494,Parkhill,neighborhood,Q36312,Calgary,51.0214,-114.066
Q115978323,MacKenzie Lake,neighborhood,Q36312,Calgary,50.908333,-113.98056
Q134487652,"Manchester, Calgary",neighborhood,Q36312,Calgary,51.007,-114.067
Q6842606,Midnapore,neighborhood,Q36312,Calgary,50.9156,-114.056
Q115978366,Upper Mount Royal,neighborhood,Q36312,Calgary,51.030556,-114.08472
Q17084027,Nottingham,neighborhood,Q37320,Cleveland,,
Q3656821,Bulgaria,neighborhood,Q100188,Cluj-Napoca,46.78812,23.624216
Q3003366,Croix-de-Neyrat,neighborhood,Q42168,Clermont-Ferrand,45.8114,3.10319
Q1032736,Zorilor,neighborhood,Q100188,Cluj-Napoca,46.7514,23.5856
Q7250752,Prospect Hill,neighborhood,Q43196,Cincinnati,39.113333,-84.506389
Q38249760,Bellaire-Puritas,neighborhood,Q37320,Cleveland,,
Q2846500,Andrei Mureșanu,neighborhood,Q100188,Cluj-Napoca,46.761642,23.601347
Q60785687,Edgewater,neighborhood,Q37320,Cleveland,41.431559,-81.702332
Q846416,Someşeni,neighborhood,Q100188,Cluj-Napoca,46.78333333,23.68333333
Q12055120,Playhouse Square District,neighborhood,Q37320,Cleveland,41.5018,-81.6817
Q14211820,Cleveland/East Side,neighborhood,Q37320,Cleveland,,
Q54958278,Goodrich–Kirtland Park,neighborhood,Q37320,Cleveland,,
Q92803820,Cudell,neighborhood,Q37320,Cleveland,41.473,-81.757
Q21197549,Campus District,neighborhood,Q37320,Cleveland,41.4978,-81.67
Q96414452,West Boulevard,neighborhood,Q37320,Cleveland,41.459,-81.755
Q14716767,Old Chinatown,neighborhood,Q37320,Cleveland,41.4822,-81.6697
Q14716463,Hough,neighborhood,Q37320,Cleveland,41.5123,-81.6352
Q60231373,Kinsman,neighborhood,Q37320,Cleveland,41.558,-81.569
Q3133873,Herbet,neighborhood,Q42168,Clermont-Ferrand,45.7799901,3.1161475
Q3118185,Gruia,neighborhood,Q100188,Cluj-Napoca,46.7778,23.5761
Q764866,Centru,neighborhood,Q100188,Cluj-Napoca,46.77,23.5914
Q7715561,The Banks,neighborhood,Q43196,Cincinnati,39.0967,-84.5117
Q5329614,East Village,neighborhood,Q39709,Des Moines,41.587,-93.611
Q6919525,Mount Auburn Historic District,neighborhood,Q43196,Cincinnati,39.12,-84.508333
Q60766886,Stockyards,neighborhood,Q37320,Cleveland,,
Q715962,Grigorescu,neighborhood,Q100188,Cluj-Napoca,46.77017,23.5624
Q8032845,Buckeye–Woodhill,neighborhood,Q37320,Cleveland,41.4813889,-81.6113889
Q6070079,Iris,neighborhood,Q100188,Cluj-Napoca,46.79444444,23.60611111
Q66661563,Pill Hill,neighborhood,Q43196,Cincinnati,39.14075,-84.503987
Q107331679,Mount Pleasant,neighborhood,Q37320,Cleveland,41.4631328,-81.6077331
Q5178950,Covedale,neighborhood,Q43196,Cincinnati,39.126111111111,-84.628055555556
Q110433355,Sans Soucis,neighborhood,Q41699,Castries,14.01695,-60.98985
Q3322688,Montferrand,neighborhood,Q42168,Clermont-Ferrand,45.793,3.11353
Q21015963,East 4th Street District,neighborhood,Q37320,Cleveland,41.49888889,-81.69
Q368523,Mănăștur,neighborhood,Q100188,Cluj-Napoca,46.75588611,23.55217778
Q590050,Gheorgheni,neighborhood,Q100188,Cluj-Napoca,46.7647,23.6203
Q7987922,Western Hills,neighborhood,Q43196,Cincinnati,39.1083333,-84.6083333
Q39060247,Union-Miles Park,neighborhood,Q37320,Cleveland,,
Q1179001,Grădinile Mănăștur,neighborhood,Q100188,Cluj-Napoca,,
Q7242586,Price Hill,neighborhood,Q43196,Cincinnati,39.110059,-84.575778
Q5865818,History of Over-the-Rhine,neighborhood,Q43196,Cincinnati,,
Q14716500,Cuyahoga Valley,neighborhood,Q37320,Cleveland,41.4833,-81.6667
Q65078634,Moore Haven Heights Historic District,neighborhood,Q39042,Cheyenne,41.149444,-104.825278
Q42309947,Asiatown,neighborhood,Q37320,Cleveland,41.508833333333,-81.680416666667
Q96381240,Hopkins,neighborhood,Q37320,Cleveland,41.423055555556,-81.841111111111
Q96384383,Jefferson,neighborhood,Q37320,Cleveland,41.444286,-81.818492
Q3227459,Le Suquet,neighborhood,Q39984,Cannes,43.55083333,7.01166667
Q281611,Mărăști,neighborhood,Q100188,Cluj-Napoca,46.781319628051,23.612664853304
Q1107222,Dâmbul Rotund,neighborhood,Q100188,Cluj-Napoca,,
Q547401,Bună Ziua neighbourhood,neighborhood,Q100188,Cluj-Napoca,,
Q31179909,Pata-Rât,neighborhood,Q100188,Cluj-Napoca,46.7688359,23.6839263
Q8078652,Între Lacuri,neighborhood,Q100188,Cluj-Napoca,46.777,23.632
Q3211880,La Praille,neighborhood,Q71,Geneva,46.185,6.1276
Q3462570,Saint-Jean,neighborhood,Q71,Geneva,46.2048,6.12722
Q2802173,Westveld,neighborhood,Q1296,Ghent,51.0672,3.7733
Q140673,Bur Dubai,neighborhood,Q612,Dubai,25.261944444444,55.296944444444
Q2016251,Holy Corner,neighborhood,Q1296,Ghent,51.05722,3.71194
Q12012813,Ekkergem,neighborhood,Q1296,Ghent,51.0506,3.7039
Q1604760,Prinsenhof,neighborhood,Q1296,Ghent,51.0592,3.71574
Q18612678,Bataviabeluik,neighborhood,Q1296,Ghent,51.045213888889,3.7244611111111
Q3100985,Genève-Cité,neighborhood,Q71,Geneva,46.206032,6.145306
Q6427173,Kolegem,neighborhood,Q1296,Ghent,51.07613889,3.69221111
Q17559064,Hafen,neighborhood,Q1295,Dortmund,51.5167,7.43333
Q105731296,Q105731296,neighborhood,Q1295,Dortmund,,
Q116795603,Q116795603,neighborhood,Q612,Dubai,24.903836111111,55.333327777778
Q665502,Jebel Ali,neighborhood,Q612,Dubai,24.960468,55.100884
Q15708848,Les Pâquis,neighborhood,Q71,Geneva,46.2138,6.1508
Q2176982,Zwijnaarde,village,Q1296,Ghent,51.0006,3.7133
Q117157277,Al Yalayis,neighborhood,Q612,Dubai,25.017727,55.285913
Q2293430,Rabot,neighborhood,Q1296,Ghent,51.06278,3.7125
Q572882,"Malem, Ghent",neighborhood,Q1296,Ghent,51.052222,3.694722
Q2425888,Waalse Krook,neighborhood,Q1296,Ghent,51.04886,3.72864
Q2974613,Cité-centre,neighborhood,Q71,Geneva,46.203,6.149
Q2400293,Oostakker,village,Q1296,Ghent,51.0994,3.7631
Q2779440,Sint-Pieters-Aaigem,neighborhood,Q1296,Ghent,51.0375,3.7097
Q2103082,Heirnis,neighborhood,Q1296,Ghent,51.04833,3.74361
Q3148843,Îlot 13,neighborhood,Q71,Geneva,46.2119,6.14154
Q2332648,Wondelgem,village,Q1296,Ghent,51.088888888889,3.7130555555556
Q2805919,Bloemekenswijk,neighborhood,Q1296,Ghent,51.0725,3.7097
Q27956158,Old city of Geneva,neighborhood,Q71,Geneva,46.201388888889,6.1475
Q996614,Q996614,neighborhood,Q1295,Dortmund,51.516413888889,7.4657777777778
Q2444112,Miljoenenkwartier,neighborhood,Q1296,Ghent,51.03194,3.71694
Q2607323,Oude Dokken,neighborhood,Q1296,Ghent,51.06555556,3.73527778
Q248321,Eaux-Vives,neighborhood,Q71,Geneva,46.204399,6.159833
Q2653102,Sint-Macharius,neighborhood,Q1296,Ghent,51.055122222222,3.7360916666667
Q1910791,Zuid,neighborhood,Q1296,Ghent,51.04778,3.73056
Q2802143,Ledeberg,village,Q1296,Ghent,51.0356,3.7422
Q2342305,Oude Bareel,neighborhood,Q1296,Ghent,51.0744,3.7794
Q2328897,Moscou,neighborhood,Q1296,Ghent,51.028888888889,3.7580555555556
Q2027237,Baarle,village,Q1296,Ghent,51.0364,3.6217
Q116795620,Enkhali,neighborhood,Q612,Dubai,25.0864,55.549538888889
Q63935,Muide,neighborhood,Q1296,Ghent,51.045213888889,3.7244611111111
Q607749,Afsnee,village,Q1296,Ghent,51.03,3.6675
Q115200269,City Walk,neighborhood,Q612,Dubai,25.20753,55.2625
Q2662453,Waterwijk,neighborhood,Q1296,Ghent,51.0596,3.72769
Q122142242,Saint-Gervais,neighborhood,Q71,Geneva,46.20614,6.14034
Q2212461,Rodenhuize,neighborhood,Q1296,Ghent,51.1383,3.7847
Q2198374,Patershol,neighborhood,Q1296,Ghent,51.05778,3.7225
Q2181950,Brugse Poort,neighborhood,Q1296,Ghent,51.0636,3.6953
Q2441527,New Ghent,neighborhood,Q1296,Ghent,51.0208,3.7167
Q2077086,Rooigem,neighborhood,Q1296,Ghent,51.0592,3.6922
Q2524363,Sint-Pieters-Aalst,neighborhood,Q1296,Ghent,51.0297,3.7169
Q63923,Meulestede,neighborhood,Q1296,Ghent,51.08722,3.7275
Q5471827,Drie Leien,neighborhood,Q1296,Ghent,51.040833333333,3.6647222222222
Q3935734,Righi,neighborhood,Q1449,Genoa,44.42420556,8.93782778
Q3637034,Bavari,neighborhood,Q1449,Genoa,44.43277778,9.01833333
Q1434980,Foce,neighborhood,Q1449,Genoa,44.3975,8.94666667
Q893562,Borgoratti,neighborhood,Q1449,Genoa,44.4167,9.0
Q14213463,Dhaka/Gulshan-Banani,neighborhood,Q1354,Dhaka,,
Q2328876,Staglieno,neighborhood,Q1449,Genoa,44.425,8.94805556
Q13058896,Bangla bazar,neighborhood,Q1354,Dhaka,23.7064304,90.4091772
Q58477585,Q58477585,neighborhood,Q1296,Ghent,,
Q14213470,Dhaka/Uttara,neighborhood,Q1354,Dhaka,,
Q3947862,San Quirico,neighborhood,Q1449,Genoa,44.48555556,8.90027778
Q833231,Albaro,neighborhood,Q1449,Genoa,44.396388888889,8.9658333333333
Q14213469,Dhaka/Central,neighborhood,Q1354,Dhaka,,
Q24943561,Banani (neighbourhood),town,Q1354,Dhaka,23.795,90.405
Q683384,Carignano,neighborhood,Q1449,Genoa,44.40083333,8.93805556
Q49580672,Gebuurte Begijnengracht/Sint-Elisabethstraat Gent,neighborhood,Q1296,Ghent,,
Q833878,Sestri Ponente,neighborhood,Q1449,Genoa,44.424,8.85
Q1737874,Oregina,neighborhood,Q1449,Genoa,44.42305556,8.925
Q3860284,Molo,neighborhood,Q1449,Genoa,44.4067,8.92972
Q111891175,Dampoort (Ghent),neighborhood,Q1296,Ghent,51.05555556,3.74083333
Q3319451,Molassana,neighborhood,Q1449,Genoa,44.45416667,8.98055556
Q866267,Biscione,neighborhood,Q1449,Genoa,44.42444444,8.96083333
Q627950,Nasche,neighborhood,Q1449,Genoa,44.419228,9.0023389
Q972864,Lagaccio,neighborhood,Q1449,Genoa,44.42111111,8.91777778
Q3649084,Pra' - Ca' Nova,neighborhood,Q1449,Genoa,44.43527778,8.765
Q745392,Rivarolo,neighborhood,Q1449,Genoa,44.44472222,8.89305556
Q24054815,Q24054815,village,Q1296,Ghent,51.1175,3.739444
Q3842272,Maddalena,neighborhood,Q1449,Genoa,44.41111111,8.93055556
Q29024984,Mohakhali DOHS,neighborhood,Q1354,Dhaka,,
Q3620822,Apparizione,neighborhood,Q1449,Genoa,44.4064,8.99972
Q833262,Quinto al Mare,neighborhood,Q1449,Genoa,44.38527778,9.02055556
Q963477,Nervi,neighborhood,Q1449,Genoa,44.383333333333,9.0333333333333
Q1048759,Castelletto,neighborhood,Q1449,Genoa,44.41361111,8.93305556
Q1406182,Prè,neighborhood,Q1449,Genoa,44.41472222,8.925
Q57320646,Portus aan de Reep,neighborhood,Q1296,Ghent,,
Q3909329,Portoria,neighborhood,Q1449,Genoa,44.4075,8.9375
Q2219563,San Fruttuoso,neighborhood,Q1449,Genoa,44.40694444,8.95694444
Q531979,Quarto dei Mille,neighborhood,Q1449,Genoa,44.3892,8.99194
Q125503635,Basabo,neighborhood,Q1354,Dhaka,23.740277777778,90.430555555556
Q111164568,Nazirabazar,neighborhood,Q1354,Dhaka,23.7195063,90.4073558
Q3651971,Campi,neighborhood,Q1449,Genoa,44.42166667,8.88166667
Q2123040,Quezzi,neighborhood,Q1449,Genoa,44.42,8.96694444
Q3637888,Belvedere,neighborhood,Q1449,Genoa,44.41722222,8.89333333
Q5435842,Farmgate,neighborhood,Q1354,Dhaka,23.7566792,90.3850699
Q3693986,Coronata,neighborhood,Q1449,Genoa,44.42694444,8.87805556
Q3401166,Pra',neighborhood,Q1449,Genoa,44.42666667,8.79083333
Q3642510,Borgo Pila,neighborhood,Q1449,Genoa,44.40444444,8.94833333
Q22346276,Uttarkhan,neighborhood,Q1354,Dhaka,23.880082,90.443788
Q3642831,Borzoli,neighborhood,Q1449,Genoa,44.43583333,8.86611111
Q136445228,De Sterre,neighborhood,Q1296,Ghent,51.026333333333,3.7110277777778
Q3641485,Boccadasse,neighborhood,Q1449,Genoa,44.38972,8.97453
Q111145850,Priaruggia,neighborhood,Q1449,Genoa,44.38954,8.99913
Q9344109,Stare Szkoty,neighborhood,Q1792,Gdańsk,54.335,18.635
Q98923687,Carmine,neighborhood,Q1449,Genoa,44.4152253,8.9302622
Q3776889,Donaghmede,neighborhood,Q1761,Dublin,53.394722,-6.161944
Q3997860,Trasta,neighborhood,Q1449,Genoa,44.451518011411,8.8908202889961
Q1376033,Europaviertel,neighborhood,Q1794,Frankfurt,50.1094,8.65194
Q9394372,Łostowice,neighborhood,Q1792,Gdańsk,54.319111111111,18.591805555556
Q110289285,Niedergohlis,neighborhood,Q1731,Dresden,51.0937,13.6426
Q2570650,Wilder Mann,neighborhood,Q1731,Dresden,51.0967,13.7199
Q16604104,Scheunenhofviertel,neighborhood,Q1731,Dresden,51.0714,13.7415
Q3775772,North Strand,neighborhood,Q1761,Dublin,53.3589,-6.2407
Q11740361,Klukowo,neighborhood,Q1792,Gdańsk,54.400187,18.4797
Q2109346,Q2109346,neighborhood,Q1731,Dresden,51.0667,13.7667
Q2588725,Phibsborough,neighborhood,Q1761,Dublin,53.360666666667,-6.2726666666667
Q8957,Zschertnitz,village,Q1731,Dresden,51.022777777778,13.7425
Q1593953,Heidehof,neighborhood,Q1731,Dresden,51.1267,13.8204
Q2566830,Milltown,neighborhood,Q1761,Dublin,53.313534,-6.246867
Q113471550,Palmaro,neighborhood,Q1449,Genoa,44.42817,8.77348
Q109769722,Q109769722,neighborhood,Q1792,Gdańsk,,
Q1922140,Q1922140,neighborhood,Q1794,Frankfurt,50.1698,8.64025
Q116170808,Q116170808,neighborhood,Q1449,Genoa,,
Q1272301,Düsseldorf-Seestern,neighborhood,Q1718,Düsseldorf,51.2424,6.73878
Q2567721,Clonskeagh,neighborhood,Q1761,Dublin,53.308333333333,-6.2402777777778
Q110739631,Crevari,neighborhood,Q1449,Genoa,44.42428,8.73074
Q6906110,Monto,neighborhood,Q1761,Dublin,53.3525,-6.25194
Q808571,Q808571,neighborhood,Q1731,Dresden,51.06114,13.74096
Q9284043,Q9284043,neighborhood,Q1792,Gdańsk,54.351634,18.682776
Q9338920,Sobieszewska Pastwa,neighborhood,Q1792,Gdańsk,54.3201,18.86515
Q104841190,Summerhill,neighborhood,Q1761,Dublin,53.355,-6.255
Q98923685,Certosa,neighborhood,Q1449,Genoa,44.4310158,8.8935341
Q2563689,Ballybough,neighborhood,Q1761,Dublin,53.35667,-6.25036
Q1236497,Dom-Römer Project,neighborhood,Q1794,Frankfurt,50.1106,8.685
Q9336592,Sienna Grobla,neighborhood,Q1792,Gdańsk,54.3567,18.6697
Q2707802,Historic Centre of Florence,neighborhood,Q2044,Florence,43.77306,11.25611111
Q475064,Q475064,neighborhood,Q1718,Düsseldorf,51.1653,6.885
Q2569992,Kimmage,neighborhood,Q1761,Dublin,53.316666666667,-6.2888888888889
Q110289283,Obergohlis,neighborhood,Q1731,Dresden,51.0874,13.6485
Q26882863,Englisches Viertel Dresden,neighborhood,Q1731,Dresden,51.042,13.739
Q866378,Biskupia Górka,neighborhood,Q1792,Gdańsk,54.343611111111,18.638333333333
Q3569818,Wood Quay,neighborhood,Q1761,Dublin,53.345,-6.271
Q7567862,South Lotts,neighborhood,Q1761,Dublin,53.34,-6.235
Q11924577,"Gradac, Dubrovnik",neighborhood,Q1722,Dubrovnik,42.641422,18.10263
Q3776868,Stoneybatter,neighborhood,Q1761,Dublin,53.351344444444,-6.283
Q920229,Temple Bar,neighborhood,Q1761,Dublin,53.3455875,-6.2627777777778
Q3642522,Borgo San Frediano,neighborhood,Q2044,Florence,43.77009722,11.24222222
Q5594334,Grand Canal Dock,neighborhood,Q1761,Dublin,53.343497,-6.23762
Q3916711,Dublin Docklands,neighborhood,Q1761,Dublin,53.35017,-6.23788
Q3775851,North Wall,neighborhood,Q1761,Dublin,53.34804,-6.23697
Q21282768,Capolungo,neighborhood,Q1449,Genoa,44.3807,9.0519
Q1094030,City West,neighborhood,Q1794,Frankfurt,50.117,8.63616
Q5331540,Ebbers,neighborhood,Q2096,Edmonton,53.609,-113.405
Q5048754,Cashman,neighborhood,Q2096,Edmonton,53.419,-113.498
Q5249118,Dechene,neighborhood,Q2096,Edmonton,53.492,-113.634
Q5191427,Crystallina Nera,neighborhood,Q2096,Edmonton,53.64,-113.46
Q4923182,Blackmud Creek,neighborhood,Q2096,Edmonton,53.42,-113.512
Q4884855,Belvedere,neighborhood,Q2096,Edmonton,53.594,-113.434
Q4856954,Bannerman,neighborhood,Q2096,Edmonton,53.602,-113.38
Q4789843,Argyll,neighborhood,Q2096,Edmonton,53.503,-113.46
Q4968477,Brintnell,neighborhood,Q2096,Edmonton,53.622,-113.408
Q5182900,Crawford Plains,neighborhood,Q2096,Edmonton,53.439,-113.407
Q4891691,Bergman,neighborhood,Q2096,Edmonton,53.579,-113.411
Q5018997,Calder,village,Q2096,Edmonton,53.589,-113.529
Q5431793,Falconer Heights,neighborhood,Q2096,Edmonton,53.468,-113.588
Q4664412,Abbottsfield,neighborhood,Q2096,Edmonton,53.574,-113.389
Q5033455,Canossa,neighborhood,Q2096,Edmonton,53.636,-113.524
Q5069684,Chambery,neighborhood,Q2096,Edmonton,53.641,-113.51
Q3389931,Place Larue,neighborhood,Q2096,Edmonton,53.539,-113.644
Q5392471,Ermineskin,neighborhood,Q2096,Edmonton,53.457,-113.506
Q4877527,Beaumaris,neighborhood,Q2096,Edmonton,53.617,-113.503
Q4952532,Boyle Street,neighborhood,Q2096,Edmonton,53.549,-113.479
Q5366979,Elmwood Park,neighborhood,Q2096,Edmonton,53.58,-113.46
Q5054861,Cavanagh,neighborhood,Q2096,Edmonton,53.41,-113.51
Q14515876,Moltkeviertel,neighborhood,Q2066,Essen,51.4431,7.02603
Q5021705,Callaghan,neighborhood,Q2096,Edmonton,53.409,-113.526
Q5047149,Carter Crest,neighborhood,Q2096,Edmonton,53.464,-113.58
Q4711580,Alberta Avenue,neighborhood,Q2096,Edmonton,53.569,-113.487
Q5049296,Casselman-Steele Heights,neighborhood,Q2096,Edmonton,53.608,-113.424
Q5302543,Dovercourt,neighborhood,Q2096,Edmonton,53.574,-113.558
Q5050062,Castle Downs,neighborhood,Q2096,Edmonton,53.625,-113.517
Q4929649,Blue Quill Estates,neighborhood,Q2096,Edmonton,53.458,-113.541
Q5350551,Ekota,neighborhood,Q2096,Edmonton,53.449,-113.444
Q4883882,Bellevue,neighborhood,Q2096,Edmonton,53.556,-113.446
Q5073386,Chappelle,neighborhood,Q2096,Edmonton,53.403,-113.578
Q5365178,Ellerslie,neighborhood,Q2096,Edmonton,53.417,-113.467
Q4731137,Allard,neighborhood,Q2096,Edmonton,53.4,-113.527
Q5022203,Callingwood North,neighborhood,Q2096,Edmonton,53.509,-113.622
Q4969315,Britannia Youngstown,neighborhood,Q2096,Edmonton,53.546,-113.605
Q5366933,Elmwood,neighborhood,Q2096,Edmonton,53.516,-113.604
Q4876780,Bearspaw,neighborhood,Q2096,Edmonton,53.443,-113.5
Q5184653,Crestwood,neighborhood,Q2096,Edmonton,53.535,-113.569
Q4905941,Big Lake,neighborhood,Q2096,Edmonton,53.586,-113.689
Q4899535,Beverly Heights,neighborhood,Q2096,Edmonton,53.566,-113.404
Q4960035,Breckenridge Greens,neighborhood,Q2096,Edmonton,53.516,-113.685
Q4884292,Belmont,neighborhood,Q2096,Edmonton,53.595,-113.395
Q4709270,Albany,neighborhood,Q2096,Edmonton,53.632,-113.553
Q4975090,Brookside,neighborhood,Q2096,Edmonton,53.492,-113.568
Q3677322,Cintoia,neighborhood,Q2044,Florence,43.777889,11.192572
Q5296879,Donsdale,neighborhood,Q2096,Edmonton,53.485,-113.636
Q4922742,Blackburne,neighborhood,Q2096,Edmonton,53.429,-113.497
Q5374109,Empire Park,neighborhood,Q2096,Edmonton,53.485,-113.505
Q4882693,Belgravia,neighborhood,Q2096,Edmonton,53.511,-113.533
Q5016916,Caernarvon,neighborhood,Q2096,Edmonton,53.612,-113.526
Q4956678,Brander Gardens,neighborhood,Q2096,Edmonton,53.495,-113.58
Q5417150,Evergreen,neighborhood,Q2096,Edmonton,53.631,-113.35
Q4875929,Beacon Heights,neighborhood,Q2096,Edmonton,53.574,-113.407
Q5330999,Eastwood,neighborhood,Q2096,Edmonton,53.574,-113.47
Q4713656,Aldergrove,neighborhood,Q2096,Edmonton,53.516,-113.642
Q5303426,Downtown Edmonton,neighborhood,Q2096,Edmonton,53.543888888889,-113.49111111111
Q4858395,Baranow,neighborhood,Q2096,Edmonton,53.606,-113.537
Q4807812,Aspen Gardens,neighborhood,Q2096,Edmonton,53.477,-113.545
Q5035355,Capilano,neighborhood,Q2096,Edmonton,53.555,-113.424
Q5254861,Delton,neighborhood,Q2096,Edmonton,53.579,-113.482
Q5193811,Cumberland,neighborhood,Q2096,Edmonton,53.61,-113.553
Q4815600,Athlone,neighborhood,Q2096,Edmonton,53.587,-113.551
Q5033448,Canora,neighborhood,Q2096,Edmonton,53.546,-113.584
Q2910301,Bonnie Doon,neighborhood,Q2096,Edmonton,53.525,-113.466
Q5312515,Duggan,neighborhood,Q2096,Edmonton,53.47,-113.506
Q4731983,Allendale,neighborhood,Q2096,Edmonton,53.502,-113.506
Q5033269,Canon Ridge,neighborhood,Q2096,Edmonton,53.58,-113.379
Q5415982,Evansdale,neighborhood,Q2096,Edmonton,53.612,-113.477
Q4997205,Bulyea Heights,neighborhood,Q2096,Edmonton,53.475,-113.567
Q5061414,Central McDougall,neighborhood,Q2096,Edmonton,53.554,-113.502
Q4929648,Blue Quill,neighborhood,Q2096,Edmonton,53.457,-113.527
Q5084246,Charlesworth,neighborhood,Q2096,Edmonton,53.429,-113.431
Q4829349,Avonmore,neighborhood,Q2096,Edmonton,53.51,-113.453
Q65558758,Ghetto of Florence,neighborhood,Q2044,Florence,43.771472222222,11.253944444444
Q5273712,Dickinsfield,neighborhood,Q2096,Edmonton,53.608,-113.478
Q4741534,Ambleside,neighborhood,Q2096,Edmonton,53.431,-113.605
