unique_id,name,name_clean,entity_type,lat,lon,star_rating,source,source_id,destination_id,destination_name
osmacc_331418790,Hotel-Restaurant Schmitz-Hülser,hotel-restaurant schmitz-hülser,Hotel,51.220223,6.3660845,,osm_accommodation,331418790,Q1017,Aachen
osmacc_333105763,Freizeitfreunden Rurtal e.V.,freizeitfreunden rurtal ev,Camping,50.7275666,6.4648354,,osm_accommodation,333105763,Q1017,Aachen
osmacc_334227950,Stadthotel,stadthotel,Hotel,50.9224605,6.3587172,,osm_accommodation,334227950,Q1017,Aachen
osmacc_335109122,Hotel Select,hotel select,Hotel,51.1949807,6.4294645,,osm_accommodation,335109122,Q1017,Aachen
osmacc_343162543,Klein,klein,Hotel,50.9107694,6.1908346,,osm_accommodation,343162543,Q1017,Aachen
osmacc_349010782,Novum Hotel Freiraum,novum hotel freiraum,Hotel,51.1510365,6.421767,,osm_accommodation,349010782,Q1017,Aachen
osmacc_349014510,Bauernhof-Pension Rademacher,bauernhof-pension rademacher,Hotel,51.1849739,6.369074,,osm_accommodation,349014510,Q1017,Aachen
osmacc_349015195,Gasthof Loers,gasthof loers,Hotel,51.2032084,6.3879474,,osm_accommodation,349015195,Q1017,Aachen
osmacc_349042666,Haus Caspers,haus caspers,Hotel,51.1901118,6.426199,,osm_accommodation,349042666,Q1017,Aachen
osmacc_349044516,Heidehaus,heidehaus,Hotel,51.2092677,6.4230881,,osm_accommodation,349044516,Q1017,Aachen
osmacc_349050315,Buchenhof,buchenhof,Hotel,51.1941097,6.4652398,,osm_accommodation,349050315,Q1017,Aachen
osmacc_349056330,Hotel-Restaurant Schürings,hotel-restaurant schürings,Hotel,51.1842594,6.4049287,,osm_accommodation,349056330,Q1017,Aachen
osmacc_349060381,Gästehaus Schieben-Gaden,gästehaus schieben-gaden,Guesthouse,51.1687825,6.4321896,,osm_accommodation,349060381,Q1017,Aachen
osmacc_349062697,Fair Hotel,fair hotel,Hotel,51.1968219,6.4435251,,osm_accommodation,349062697,Q1017,Aachen
osmacc_349068992,Hotel Burgund,hotel burgund,Hotel,51.1983377,6.4398692,,osm_accommodation,349068992,Q1017,Aachen
osmacc_349068995,Hotel Garni Gladbacher Hof,hotel garni gladbacher hof,Hotel,51.1981065,6.445469,,osm_accommodation,349068995,Q1017,Aachen
osmacc_349070077,Hotel Garni Haus Kaiser,hotel garni haus kaiser,Hotel,51.1481913,6.4416046,3.0,osm_accommodation,349070077,Q1017,Aachen
osmacc_349076989,Hotel Garni Kasteel-Scholl,hotel garni kasteel-scholl,Hotel,51.2053372,6.3419428,,osm_accommodation,349076989,Q1017,Aachen
osmacc_349079496,T3 Hotel Cityloft,t3 hotel cityloft,Hotel,51.1653077,6.4336553,,osm_accommodation,349079496,Q1017,Aachen
osmacc_349096810,Appartement-Hotel Alt Ruhrfeld,appartement-hotel alt ruhrfeld,Hotel,51.1367746,6.4462933,,osm_accommodation,349096810,Q1017,Aachen
osmacc_349099963,Hotel-Restaurant Anchovis,hotel-restaurant anchovis,Hotel,51.222646,6.47583,,osm_accommodation,349099963,Q1017,Aachen
osmacc_352681549,Landhotel Lindenhof,landhotel lindenhof,Hotel,51.07063,6.5669119,,osm_accommodation,352681549,Q1017,Aachen
osmacc_385282594,Berghoeve,berghoeve,Hotel,50.7754773,5.905896,,osm_accommodation,385282594,Q1017,Aachen
osmacc_387255662,Hotel-Restaurant Rath,hotel-restaurant rath,Hotel,51.2139236,6.2721867,,osm_accommodation,387255662,Q1017,Aachen
osmacc_387374434,InTakt,intakt,Hotel,50.983075,6.5739554,,osm_accommodation,387374434,Q1017,Aachen
osmacc_393141205,Wohnlust Boarding Rooms,wohnlust boarding rooms,Guesthouse,50.9163651,6.3583067,,osm_accommodation,393141205,Q1017,Aachen
osmacc_401877262,Zum Fehling,zum fehling,Hotel,50.9257393,6.3991254,,osm_accommodation,401877262,Q1017,Aachen
osmacc_413008333,Hotel Opdeboud,hotel opdeboud,Hotel,50.8720965,5.8262498,,osm_accommodation,413008333,Q1017,Aachen
osmacc_413037453,Atlas,atlas,Hotel,50.8675046,5.8329393,,osm_accommodation,413037453,Q1017,Aachen
osmacc_419749140,Hotel St. Andreas,hotel st andreas,Hotel,51.1862777,6.5085928,,osm_accommodation,419749140,Q1017,Aachen
osmacc_420063502,Château St. Gerlach,château st gerlach,Hotel,50.8698929,5.7984265,,osm_accommodation,420063502,Q1017,Aachen
osmacc_429792281,Pauline85,pauline85,Villa,50.8155105,6.1171514,,osm_accommodation,429792281,Q1017,Aachen
osmacc_440329950,Alte Post,alte post,Hotel,50.9228286,6.3589394,,osm_accommodation,440329950,Q1017,Aachen
osmacc_440763788,La Gervava A.N.,la gervava an,Guesthouse,50.4896459,5.7595273,,osm_accommodation,440763788,Q1017,Aachen
osmacc_441701465,Hotel-Restaurant Crasborn,hotel-restaurant crasborn,Hotel,51.1610824,5.8424887,,osm_accommodation,441701465,Q1017,Aachen
osmacc_441701466,Hotel-Restaurant La Ville Blanche,hotel-restaurant la ville blanche,Hotel,51.1609844,5.8427949,,osm_accommodation,441701466,Q1017,Aachen
osmacc_462039231,Hotel in Baesweiler,hotel in baesweiler,Hotel,50.9106265,6.1788064,,osm_accommodation,462039231,Q1017,Aachen
osmacc_476646999,Bastion Hotel Maastricht Centrum,bastion hotel maastricht centrum,Hotel,50.8552184,5.6902329,4.0,osm_accommodation,476646999,Q1017,Aachen
osmacc_477590728,Kurzzeit- /Ferienwohnungen Lamberts,kurzzeit- ferienwohnungen lamberts,Villa,50.843204,6.1343797,,osm_accommodation,477590728,Q1017,Aachen
osmacc_480117452,Hotel Christophorus,hotel christophorus,Hotel,50.7504295,6.4868996,,osm_accommodation,480117452,Q1017,Aachen
osmacc_499991506,Hotel Perlenau,hotel perlenau,Hotel,50.5424722,6.2397433,,osm_accommodation,499991506,Q1017,Aachen
osmacc_506084584,Kies,kies,Guesthouse,50.7216514,5.8552882,,osm_accommodation,506084584,Q1017,Aachen
osmacc_508572030,Hoeve de Plei,hoeve de plei,Hotel,50.7949094,5.9185101,,osm_accommodation,508572030,Q1017,Aachen
osmacc_508572052,Hotel Brull,hotel brull,Hotel,50.7949424,5.9217047,,osm_accommodation,508572052,Q1017,Aachen
osmacc_508584636,Hof van Kleeberg,hof van kleeberg,Guesthouse,50.7899465,5.9279366,,osm_accommodation,508584636,Q1017,Aachen
osmacc_524094923,Wippelsdaal,wippelsdaal,Hotel,50.8302518,5.8148618,,osm_accommodation,524094923,Q1017,Aachen
osmacc_526149785,Haus Mühlbach,haus mühlbach,Hotel,50.6706352,6.4781731,,osm_accommodation,526149785,Q1017,Aachen
osmacc_526682550,Pension Rosenzweig,pension rosenzweig,Guesthouse,50.6708743,6.4782841,,osm_accommodation,526682550,Q1017,Aachen
osmacc_549268454,Burg Hausen,burg hausen,Hotel,50.6520094,6.4936931,,osm_accommodation,549268454,Q1017,Aachen
osmacc_549268458,Restaurant Haus Rurtal,restaurant haus rurtal,Hotel,50.6525872,6.4934408,,osm_accommodation,549268458,Q1017,Aachen
osmacc_551639187,Schuikerschuur,schuikerschuur,Guesthouse,51.1639863,5.8021685,,osm_accommodation,551639187,Q1017,Aachen
osmacc_567491602,Hotel Kasteel Bloemendal,hotel kasteel bloemendal,Hotel,50.7728102,6.0130928,,osm_accommodation,567491602,Q1017,Aachen
osmacc_573581645,City Hotel,city hotel,Hotel,50.9618711,6.1240736,3.0,osm_accommodation,573581645,Q1017,Aachen
osmacc_588656870,Armati,armati,Hotel,50.8623302,6.0237876,,osm_accommodation,588656870,Q1017,Aachen
osmacc_600437557,Hansa Haus,hansa haus,Hotel,50.7770446,6.1463175,,osm_accommodation,600437557,Q1017,Aachen
osmacc_605237779,Au Lion d'Or,au lion d'or,Hotel,50.847366,5.701518,,osm_accommodation,605237779,Q1017,Aachen
osmacc_616356700,Zur Schlossmauer,zur schlossmauer,Hotel,50.9469,6.3401448,,osm_accommodation,616356700,Q1017,Aachen
osmacc_619299077,Pension Müller - Zum alten Rathaus,pension müller - zum alten rathaus,Guesthouse,50.5743581,6.4970161,,osm_accommodation,619299077,Q1017,Aachen
osmacc_619348260,GUT finden WOLFGARTEN,gut finden wolfgarten,Villa,50.5925483,6.4957867,,osm_accommodation,619348260,Q1017,Aachen
osmacc_625880756,Hotel am Park,hotel am park,Hotel,51.2667232,6.5473846,,osm_accommodation,625880756,Q1017,Aachen
osmacc_641730703,Landhotel Classhof,landhotel classhof,Hotel,51.2737367,6.5215822,,osm_accommodation,641730703,Q1017,Aachen
osmacc_648891029,Sporthotel Landgraaf,sporthotel landgraaf,Hotel,50.8741238,6.0198543,4.0,osm_accommodation,648891029,Q1017,Aachen
osmacc_656473056,Gästehaus Räck,gästehaus räck,Hotel,51.2673523,6.5545546,,osm_accommodation,656473056,Q1017,Aachen
osmacc_665142299,Oranje Hotel,oranje hotel,Hotel,51.1931239,5.992467,,osm_accommodation,665142299,Q1017,Aachen
osmacc_670283283,City Apartments Regence,city apartments regence,Hotel,50.7784072,6.092218,4.0,osm_accommodation,670283283,Q1017,Aachen
osmacc_705551834,La Maison d'Amis,la maison d'amis,Guesthouse,50.6564782,5.9299071,,osm_accommodation,705551834,Q1017,Aachen
osmacc_713884691,Chalet Les-Gattes,chalet les-gattes,Villa,50.3406128,5.9614294,,osm_accommodation,713884691,Q1017,Aachen
osmacc_714007993,L'Empereur,l'empereur,Hotel,50.8498702,5.7044971,4.0,osm_accommodation,714007993,Q1017,Aachen
osmacc_715176759,De Poshoorn,de poshoorn,Hotel,50.8493871,5.7012271,,osm_accommodation,715176759,Q1017,Aachen
osmacc_715588699,Botticelli,botticelli,Hotel,50.8477802,5.6883648,,osm_accommodation,715588699,Q1017,Aachen
osmacc_729561082,Le Romane,le romane,Hotel,50.7378301,5.6929085,,osm_accommodation,729561082,Q1017,Aachen
osmacc_736815839,Hotel Soers,hotel soers,Hotel,50.7897932,6.0964314,,osm_accommodation,736815839,Q1017,Aachen
osmacc_742497074,Le Domaine du Haut-Vent,le domaine du haut-vent,Hotel,50.6549535,5.7972584,,osm_accommodation,742497074,Q1017,Aachen
osmacc_775834521,Le Petit Vert,le petit vert,Guesthouse,50.4237144,6.0353043,,osm_accommodation,775834521,Q1017,Aachen
osmacc_777937220,Hôtel l'Esprit Sain,hôtel l'esprit sain,Hotel,50.4259354,6.0264107,,osm_accommodation,777937220,Q1017,Aachen
osmacc_833469594,hip Hotel,hip hotel,Hotel,50.8516454,5.7036731,,osm_accommodation,833469594,Q1017,Aachen
osmacc_833469599,Townhouse Hotel,townhouse hotel,Hotel,50.8513603,5.7035025,,osm_accommodation,833469599,Q1017,Aachen
osmacc_840547688,Gut Alte Burg,gut alte burg,Hotel,50.8917335,6.3888212,,osm_accommodation,840547688,Q1017,Aachen
osmacc_843993138,Hotel Haus Salzberg,hotel haus salzberg,Hotel,50.5741905,6.4906472,,osm_accommodation,843993138,Q1017,Aachen
osmacc_853428271,Tulip Inn Heerlen City Centre,tulip inn heerlen city centre,Hotel,50.8887429,5.9807705,,osm_accommodation,853428271,Q1017,Aachen
osmacc_882265594,Hotel Haus Broichtal,hotel haus broichtal,Hotel,50.8633267,6.1545546,,osm_accommodation,882265594,Q1017,Aachen
osmacc_908567039,Zum Stehling,zum stehling,Guesthouse,50.5673634,6.2191135,,osm_accommodation,908567039,Q1017,Aachen
osmacc_914839790,Villa Stavelot,villa stavelot,Guesthouse,50.3846022,5.9377219,,osm_accommodation,914839790,Q1017,Aachen
osmacc_923969295,Jugendzeltplatz Widdau,jugendzeltplatz widdau,Camping,50.5632827,6.2988496,,osm_accommodation,923969295,Q1017,Aachen
osmacc_945421077,Derlon,derlon,Hotel,50.8478604,5.6932084,,osm_accommodation,945421077,Q1017,Aachen
osmacc_945421086,Le Virage,le virage,Hotel,50.8470381,5.6926383,,osm_accommodation,945421086,Q1017,Aachen
osmacc_945421098,Hotel Les Charme,hotel les charme,Hotel,50.8467515,5.6888325,,osm_accommodation,945421098,Q1017,Aachen
osmacc_945421123,Hotel Au Quartier,hotel au quartier,Hotel,50.8466178,5.6901772,,osm_accommodation,945421123,Q1017,Aachen
osmacc_945428534,Beaumont,beaumont,Hotel,50.8496507,5.7007602,,osm_accommodation,945428534,Q1017,Aachen
osmacc_945770006,Hotel-Restaurant Zum Nachwächter,hotel-restaurant zum nachwächter,Hotel,50.8057039,6.495747,,osm_accommodation,945770006,Q1017,Aachen
osmacc_945770008,Hotel Restaurant Echtzer Hof,hotel restaurant echtzer hof,Hotel,50.8254535,6.4170709,,osm_accommodation,945770008,Q1017,Aachen
osmacc_945770013,Hotel Hilgers,hotel hilgers,Hotel,50.7979975,6.4516003,,osm_accommodation,945770013,Q1017,Aachen
osmacc_971035072,Haus Resi Krämer,haus resi krämer,Guesthouse,50.4768292,6.5817021,,osm_accommodation,971035072,Q1017,Aachen
osmacc_987669314,De Huiskamer van het Leudal,de huiskamer van het leudal,Hotel,51.2438216,5.9644542,,osm_accommodation,987669314,Q1017,Aachen
osmacc_1012490690,Hotel am Eifelsteig,hotel am eifelsteig,Hotel,50.6463035,6.1846418,,osm_accommodation,1012490690,Q1017,Aachen
osmacc_1026991085,Hotel Lousberg,hotel lousberg,Hotel,50.7818687,6.0876159,,osm_accommodation,1026991085,Q1017,Aachen
osmacc_1079140277,Triangle d'Or,triangle d'or,Hotel,50.435217,6.3014343,,osm_accommodation,1079140277,Q1017,Aachen
osmacc_1083827834,Gasthof Hardthof,gasthof hardthof,Guesthouse,50.5850455,6.2532223,,osm_accommodation,1083827834,Q1017,Aachen
osmacc_1096356978,Hotel Groot Welsden,hotel groot welsden,Hotel,50.831237,5.8149664,,osm_accommodation,1096356978,Q1017,Aachen
osmacc_1177713898,Hotel Parkzicht,hotel parkzicht,Hotel,50.8640489,5.8298375,3.0,osm_accommodation,1177713898,Q1017,Aachen
osmacc_1178948942,Quartier Selders,quartier selders,Villa,51.2467319,6.531769,,osm_accommodation,1178948942,Q1017,Aachen
osmacc_1190336640,Hotel Royal,hotel royal,Hotel,50.9132733,6.3762093,,osm_accommodation,1190336640,Q1017,Aachen
osmacc_1199019362,Haus Friedenstal,haus friedenstal,Hotel,50.6708602,6.4769222,,osm_accommodation,1199019362,Q1017,Aachen
osmacc_1204168133,trekkershutten Maashoeve,trekkershutten maashoeve,Villa,51.1166774,5.818731,,osm_accommodation,1204168133,Q1017,Aachen
osmacc_1204786440,Globales Post Hotel & Wellness,globales post hotel wellness,Hotel,50.6869765,5.6284171,4.0,osm_accommodation,1204786440,Q1017,Aachen
osmacc_1206316592,Halleux,halleux,Hotel,50.5394658,5.7477863,,osm_accommodation,1206316592,Q1017,Aachen
osmacc_1206316645,Restaurant des Nations,restaurant des nations,Hotel,50.53841,5.7428481,,osm_accommodation,1206316645,Q1017,Aachen
osmacc_1224315806,Winselerhof,winselerhof,Hotel,50.8723258,6.02937,,osm_accommodation,1224315806,Q1017,Aachen
osmacc_1224773846,Hotel Mooshaus,hotel mooshaus,Hotel,50.3067677,6.4046181,,osm_accommodation,1224773846,Q1017,Aachen
osmacc_1224919203,Maashotel De Spaenjerd,maashotel de spaenjerd,Hotel,51.1239401,5.816179,,osm_accommodation,1224919203,Q1017,Aachen
osmacc_1230555503,Le Jardin Fleuri,le jardin fleuri,Hotel,50.4328444,6.0298531,,osm_accommodation,1230555503,Q1017,Aachen
osmacc_1238436311,Haus Daphne,haus daphne,Hotel,50.7761647,6.0985223,,osm_accommodation,1238436311,Q1017,Aachen
osmacc_1308100815,Hôtel des Bains,hôtel des bains,Hotel,50.4464637,6.1237637,,osm_accommodation,1308100815,Q1017,Aachen
osmacc_1321390589,Hotel Seehof,hotel seehof,Hotel,50.4266642,6.212377,,osm_accommodation,1321390589,Q1017,Aachen
osmacc_1352857524,Rheinischer Hof,rheinischer hof,Hotel,50.993249,6.5705739,,osm_accommodation,1352857524,Q1017,Aachen
osmacc_1356839097,Jägerhof,jägerhof,Guesthouse,51.1869129,6.1786316,,osm_accommodation,1356839097,Q1017,Aachen
osmacc_1364760679,Vital-Wellnesspension Schleiden,vital-wellnesspension schleiden,Guesthouse,50.5224178,6.508321,,osm_accommodation,1364760679,Q1017,Aachen
osmacc_1372453583,Minicamping l'escargot,minicamping l'escargot,Camping,50.5236171,5.8061933,,osm_accommodation,1372453583,Q1017,Aachen
osmacc_1373986265,Hotel de Plank,hotel de plank,Hotel,50.7691119,5.8428855,,osm_accommodation,1373986265,Q1017,Aachen
osmacc_1387618258,Wavreumont,wavreumont,Hotel,50.4069553,5.985604,,osm_accommodation,1387618258,Q1017,Aachen
osmacc_1392063733,Pension Wertz,pension wertz,Guesthouse,50.6753295,6.1063472,,osm_accommodation,1392063733,Q1017,Aachen
osmacc_1392063734,Pension beim Rambo,pension beim rambo,Guesthouse,50.6747737,6.105985,,osm_accommodation,1392063734,Q1017,Aachen
osmacc_1398590206,Ferienwohnung Am Heckenweg,ferienwohnung am heckenweg,Guesthouse,50.5316361,6.2653639,,osm_accommodation,1398590206,Q1017,Aachen
osmacc_1421175945,B&B The Place 2 Beer,bb the place 2 beer,Guesthouse,50.4317845,6.2929492,,osm_accommodation,1421175945,Q1017,Aachen
osmacc_1439123437,Hotel Mennicken,hotel mennicken,Hotel,50.8296042,6.1678041,,osm_accommodation,1439123437,Q1017,Aachen
osmacc_1443127420,Brunnenhof,brunnenhof,Hotel,50.7079539,6.1826708,,osm_accommodation,1443127420,Q1017,Aachen
osmacc_1448730261,Hôtel le Val d'Amblève,hôtel le val d'amblève,Hotel,50.3979142,5.9390795,,osm_accommodation,1448730261,Q1017,Aachen
osmacc_1461088799,Nationalpark Gästehaus,nationalpark gästehaus,Guesthouse,50.618493,6.5402113,,osm_accommodation,1461088799,Q1017,Aachen
osmacc_1468391344,Au Farfadet,au farfadet,Guesthouse,50.471225,6.0844642,,osm_accommodation,1468391344,Q1017,Aachen
osmacc_1481484286,Green Valley,green valley,Guesthouse,50.7508753,5.8646978,,osm_accommodation,1481484286,Q1017,Aachen
osmacc_1495813955,Lenhsen,lenhsen,Hotel,51.2103513,6.1641217,,osm_accommodation,1495813955,Q1017,Aachen
osmacc_1496260107,Zur Post,zur post,Hotel,50.2801758,6.1261217,,osm_accommodation,1496260107,Q1017,Aachen
osmacc_1500611022,Herberg de Lanterfanter,herberg de lanterfanter,Hotel,50.2861478,6.2446243,,osm_accommodation,1500611022,Q1017,Aachen
osmacc_1521016993,Cyrano,cyrano,Hotel,50.4139405,6.1142739,,osm_accommodation,1521016993,Q1017,Aachen
osmacc_1521017017,L'Ami du Chambertin,l'ami du chambertin,Hotel,50.676913,5.8834455,,osm_accommodation,1521017017,Q1017,Aachen
osmacc_1523527973,Au Cheval Blanc,au cheval blanc,Hotel,50.4156732,6.1124121,,osm_accommodation,1523527973,Q1017,Aachen
osmacc_1523535503,Auberge du Lac,auberge du lac,Hotel,50.4536303,6.1227177,,osm_accommodation,1523535503,Q1017,Aachen
osmacc_1531044840,Oranjepoort,oranjepoort,Guesthouse,50.7490636,5.8125797,,osm_accommodation,1531044840,Q1017,Aachen
osmacc_1533968227,Bonhomme,bonhomme,Hotel,50.4801329,5.7112332,,osm_accommodation,1533968227,Q1017,Aachen
osmacc_1542094561,Hostellerie de la Chapelle,hostellerie de la chapelle,Hotel,50.4416954,6.0393434,,osm_accommodation,1542094561,Q1017,Aachen
osmacc_1569943608,Au Printemps,au printemps,Hotel,50.445925,6.1946018,,osm_accommodation,1569943608,Q1017,Aachen
osmacc_1569943892,Vier Jahreszeiten,vier jahreszeiten,Hotel,50.4483794,6.1999958,,osm_accommodation,1569943892,Q1017,Aachen
osmacc_1576591544,Drosson,drosson,Hotel,50.4277468,6.2623437,,osm_accommodation,1576591544,Q1017,Aachen
osmacc_1596125286,Den Tandt,den tandt,Guesthouse,50.6206078,6.0264401,,osm_accommodation,1596125286,Q1017,Aachen
osmacc_1608554969,Landgoed Schoutenhof,landgoed schoutenhof,Hotel,50.7765821,5.918177,,osm_accommodation,1608554969,Q1017,Aachen
osmacc_1611562540,Ferienwohnung Margret Henn,ferienwohnung margret henn,Villa,50.6159026,6.0505192,,osm_accommodation,1611562540,Q1017,Aachen
osmacc_1611562544,Studio am Hohen Venn,studio am hohen venn,Guesthouse,50.6096085,6.0659794,,osm_accommodation,1611562544,Q1017,Aachen
osmacc_1620269532,B&B Den Engel,bb den engel,Guesthouse,51.2587144,5.9865077,,osm_accommodation,1620269532,Q1017,Aachen
osmacc_1639533749,Stadthotel,stadthotel,Hotel,50.917982,6.1231456,,osm_accommodation,1639533749,Q1017,Aachen
osmacc_1658853326,Alt Stocks,alt stocks,Hotel,51.2564871,6.4851,,osm_accommodation,1658853326,Q1017,Aachen
osmacc_1678223542,Landhaus,landhaus,Hotel,50.8087808,6.2518613,,osm_accommodation,1678223542,Q1017,Aachen
osmacc_1680554676,Le Vieux Moulin,le vieux moulin,Hotel,50.4430984,6.1712636,,osm_accommodation,1680554676,Q1017,Aachen
osmacc_1705839690,Hostellerie Valckenborgh,hostellerie valckenborgh,Hotel,50.8622883,5.8329656,,osm_accommodation,1705839690,Q1017,Aachen
osmacc_1705839705,Parkhotel Valkenburg,parkhotel valkenburg,Hotel,50.8583699,5.835777,,osm_accommodation,1705839705,Q1017,Aachen
osmacc_1705839708,Grand Hotel Voncken,grand hotel voncken,Hotel,50.8625546,5.8329965,,osm_accommodation,1705839708,Q1017,Aachen
osmacc_1708428199,Haller-Hotel,haller-hotel,Hotel,50.5532315,6.2349952,3.0,osm_accommodation,1708428199,Q1017,Aachen
osmacc_1716585313,Restaurant - Hotel Beukenhorst,restaurant - hotel beukenhorst,Hotel,50.8109057,5.9188007,,osm_accommodation,1716585313,Q1017,Aachen
osmacc_1738612728,La Bel échappée,la bel échappée,Guesthouse,50.7016219,5.8155163,,osm_accommodation,1738612728,Q1017,Aachen
osmacc_1738654094,Le Vallon & XL,le vallon xl,Hotel,50.5413971,5.8868349,,osm_accommodation,1738654094,Q1017,Aachen
osmacc_1749722926,Weerterbergen,weerterbergen,Villa,51.2514224,5.6495991,,osm_accommodation,1749722926,Q1017,Aachen
osmacc_1756187159,Hotel Zur Alten Post,hotel zur alten post,Hotel,51.1919739,6.5133386,,osm_accommodation,1756187159,Q1017,Aachen
osmacc_1767602992,Jugendgruppenzeltplatz Aachen,jugendgruppenzeltplatz aachen,Camping,50.7261466,6.0384534,,osm_accommodation,1767602992,Q1017,Aachen
osmacc_1769704458,A Vi Mam ´di,a vi mam di,Hotel,50.4256344,6.0283848,,osm_accommodation,1769704458,Q1017,Aachen
osmacc_1771583194,Hotel Pastis,hotel pastis,Hotel,50.8403081,5.6877687,,osm_accommodation,1771583194,Q1017,Aachen
osmacc_1771649835,Senioren-Park carpe diem - Ferienappartement,senioren-park carpe diem - ferienappartement,Guesthouse,50.4905846,6.4412256,,osm_accommodation,1771649835,Q1017,Aachen
