destination_wikidata_id,destination_name,osm_id,osm_type,accommodation_name,accommodation_type,star_rating,rooms,lat,lon
Q1017,Aachen,714007993,node,L'Empereur,hotel,4,149,50.8498702,5.7044971
Q1017,Aachen,715176759,node,De Poshoorn,hotel,2.2,170,50.8493871,5.7012271
Q1017,Aachen,715588699,node,Botticelli,hotel,3.5,257,50.8477802,5.6883648
Q1017,Aachen,729561082,node,Le Romane,hotel,2.4,42,50.7378301,5.6929085
Q1017,Aachen,736815839,node,Hotel Soers,hotel,1.4,52,50.7897932,6.0964314
Q1017,Aachen,742497074,node,Le Domaine du Haut-Vent,hotel,1.5,193,50.6549535,5.7972584
Q1017,Aachen,775834521,node,Le Petit Vert,guest_house,4.8,286,50.4237144,6.0353043
Q1017,Aachen,777937220,node,Hôtel l'Esprit Sain,hotel,4.6,77,50.4259354,6.0264107
Q1017,Aachen,833469594,node,hip Hotel,hotel,3.8,228,50.8516454,5.7036731
Q1017,Aachen,833469599,node,Townhouse Hotel,hotel,2.1,76,50.8513603,5.7035025
Q1017,Aachen,840547688,node,Gut Alte Burg,hotel,4.9,8,50.8917335,6.3888212
Q1017,Aachen,843993138,node,Hotel Haus Salzberg,hotel,4.1,103,50.5741905,6.4906472
Q1017,Aachen,853428271,node,Tulip Inn Heerlen City Centre,hotel,3.9,136,50.8887429,5.9807705
Q1017,Aachen,882265594,node,Hotel Haus Broichtal,hotel,2.8,71,50.8633267,6.1545546
Q1017,Aachen,908567039,node,Zum Stehling,guest_house,2.1,195,50.5673634,6.2191135
Q1017,Aachen,914839790,node,Villa Stavelot,guest_house,1.4,60,50.3846022,5.9377219
Q1017,Aachen,923969295,node,Jugendzeltplatz Widdau,camp_site,4.6,263,50.5632827,6.2988496
Q1017,Aachen,945421077,node,Derlon,hotel,2.8,202,50.8478604,5.6932084
Q1017,Aachen,945421086,node,Le Virage,hotel,1.8,105,50.8470381,5.6926383
Q1017,Aachen,945421098,node,Hotel Les Charme,hotel,2.2,75,50.8467515,5.6888325
Q1017,Aachen,945421123,node,Hotel Au Quartier,hotel,3.3,14,50.8466178,5.6901772
Q1017,Aachen,945428534,node,Beaumont,hotel,1.7,110,50.8496507,5.7007602
Q1017,Aachen,945770006,node,Hotel-Restaurant Zum Nachwächter,hotel,4.4,51,50.8057039,6.495747
Q1017,Aachen,945770008,node,Hotel Restaurant Echtzer Hof,hotel,4.0,284,50.8254535,6.4170709
Q1017,Aachen,945770013,node,Hotel Hilgers,hotel,3.9,160,50.7979975,6.4516003
Q1017,Aachen,971035072,node,Haus Resi Krämer,guest_house,2.7,157,50.4768292,6.5817021
Q1017,Aachen,987669314,node,De Huiskamer van het Leudal,hotel,3.5,268,51.2438216,5.9644542
Q1017,Aachen,1012490690,node,Hotel am Eifelsteig,hotel,3.3,148,50.6463035,6.1846418
Q1017,Aachen,1026991085,node,Hotel Lousberg,hotel,3.6,135,50.7818687,6.0876159
Q1017,Aachen,1079140277,node,Triangle d'Or,hotel,1.3,51,50.435217,6.3014343
Q1017,Aachen,1083827834,node,Gasthof Hardthof,guest_house,2.7,29,50.5850455,6.2532223
Q1017,Aachen,1096356978,node,Hotel Groot Welsden,hotel,1.2,212,50.831237,5.8149664
Q1017,Aachen,1177713898,node,Hotel Parkzicht,hotel,3,117,50.8640489,5.8298375
Q1017,Aachen,1178948942,node,Quartier Selders,apartment,3.0,264,51.2467319,6.531769
Q1017,Aachen,1190336640,node,Hotel Royal,hotel,2.3,231,50.9132733,6.3762093
Q1017,Aachen,1199019362,node,Haus Friedenstal,hotel,1.6,166,50.6708602,6.4769222
Q1017,Aachen,1204168133,node,trekkershutten Maashoeve,chalet,1.4,143,51.1166774,5.818731
Q1017,Aachen,1204786440,node,Globales Post Hotel & Wellness,hotel,4,37,50.6869765,5.6284171
Q1017,Aachen,1206316592,node,Halleux,hotel,3.4,229,50.5394658,5.7477863
Q1017,Aachen,1206316645,node,Restaurant des Nations,hotel,1.7,100,50.53841,5.7428481
Q1017,Aachen,1224315806,node,Winselerhof,hotel,4.7,19,50.8723258,6.02937
Q1017,Aachen,1224773846,node,Hotel Mooshaus,hotel,3.3,25,50.3067677,6.4046181
Q1017,Aachen,1224919203,node,Maashotel De Spaenjerd,hotel,2.4,273,51.1239401,5.816179
Q1017,Aachen,1230555503,node,Le Jardin Fleuri,hotel,3.4,15,50.4328444,6.0298531
Q1017,Aachen,1238436311,node,Haus Daphne,hotel,1.1,49,50.7761647,6.0985223
Q1017,Aachen,1308100815,node,Hôtel des Bains,hotel,4.8,158,50.4464637,6.1237637
Q1017,Aachen,1321390589,node,Hotel Seehof,hotel,2.9,139,50.4266642,6.212377
Q1017,Aachen,1352857524,node,Rheinischer Hof,hotel,4.1,159,50.993249,6.5705739
Q1017,Aachen,1356839097,node,Jägerhof,guest_house,1.3,9,51.1869129,6.1786316
Q1017,Aachen,1364760679,node,Vital-Wellnesspension Schleiden,guest_house,2.9,70,50.5224178,6.508321
Q1017,Aachen,1372453583,node,Minicamping l'escargot,camp_site,3.0,230,50.5236171,5.8061933
Q1017,Aachen,1373986265,node,Hotel de Plank,hotel,4.8,284,50.7691119,5.8428855
Q1017,Aachen,1387618258,node,Wavreumont,hotel,3.3,215,50.4069553,5.985604
Q1017,Aachen,1392063733,node,Pension Wertz,guest_house,2.9,122,50.6753295,6.1063472
Q1017,Aachen,1392063734,node,Pension beim Rambo,guest_house,2.1,30,50.6747737,6.105985
Q1017,Aachen,1398590206,node,Ferienwohnung Am Heckenweg,guest_house,2.3,200,50.5316361,6.2653639
Q1017,Aachen,1421175945,node,B&B The Place 2 Beer,guest_house,3.1,5,50.4317845,6.2929492
Q1017,Aachen,1439123437,node,Hotel Mennicken,hotel,2.8,43,50.8296042,6.1678041
Q1017,Aachen,1443127420,node,Brunnenhof,hotel,1.1,10,50.7079539,6.1826708
Q1017,Aachen,1448730261,node,Hôtel le Val d'Amblève,hotel,4.3,204,50.3979142,5.9390795
Q1017,Aachen,1461088799,node,Nationalpark Gästehaus,guest_house,4.6,98,50.618493,6.5402113
Q1017,Aachen,1468391344,node,Au Farfadet,guest_house,1.6,59,50.471225,6.0844642
Q1017,Aachen,1481484286,node,Green Valley,guest_house,3.2,203,50.7508753,5.8646978
Q1017,Aachen,1495813955,node,Lenhsen,hotel,1.4,235,51.2103513,6.1641217
Q1017,Aachen,1496260107,node,Zur Post,hotel,3.7,92,50.2801758,6.1261217
Q1017,Aachen,1500611022,node,Herberg de Lanterfanter,hotel,2.1,120,50.2861478,6.2446243
Q1017,Aachen,1521016993,node,Cyrano,hotel,3.6,293,50.4139405,6.1142739
Q1017,Aachen,1521017017,node,L'Ami du Chambertin,hotel,3.9,276,50.676913,5.8834455
Q1017,Aachen,1523527973,node,Au Cheval Blanc,hotel,4.1,289,50.4156732,6.1124121
Q1017,Aachen,1523535503,node,Auberge du Lac,hotel,1.4,218,50.4536303,6.1227177
Q1017,Aachen,1531044840,node,Oranjepoort,guest_house,4.7,34,50.7490636,5.8125797
Q1017,Aachen,1533968227,node,Bonhomme,hotel,1.9,262,50.4801329,5.7112332
Q1017,Aachen,1542094561,node,Hostellerie de la Chapelle,hotel,1.1,185,50.4416954,6.0393434
Q1017,Aachen,1569943608,node,Au Printemps,hotel,3.2,202,50.445925,6.1946018
Q1017,Aachen,1569943892,node,Vier Jahreszeiten,hotel,2.5,206,50.4483794,6.1999958
Q1017,Aachen,1576591544,node,Drosson,hotel,4.3,246,50.4277468,6.2623437
Q1017,Aachen,1596125286,node,Den Tandt,guest_house,4.2,201,50.6206078,6.0264401
Q1017,Aachen,1608554969,node,Landgoed Schoutenhof,hotel,2.3,147,50.7765821,5.918177
Q1017,Aachen,1611562540,node,Ferienwohnung Margret Henn,apartment,4.8,27,50.6159026,6.0505192
Q1017,Aachen,1611562544,node,Studio am Hohen Venn,guest_house,2.2,260,50.6096085,6.0659794
Q1017,Aachen,1620269532,node,B&B Den Engel,guest_house,3.1,248,51.2587144,5.9865077
Q1017,Aachen,1639533749,node,Stadthotel,hotel,2.0,268,50.917982,6.1231456
Q1017,Aachen,1658853326,node,Alt Stocks,hotel,4.7,163,51.2564871,6.4851
Q1017,Aachen,1678223542,node,Landhaus,hotel,1.7,240,50.8087808,6.2518613
Q1017,Aachen,1680554676,node,Le Vieux Moulin,hotel,1.2,89,50.4430984,6.1712636
Q1017,Aachen,1705839690,node,Hostellerie Valckenborgh,hotel,2.7,188,50.8622883,5.8329656
Q1017,Aachen,1705839705,node,Parkhotel Valkenburg,hotel,5.0,31,50.8583699,5.835777
Q1017,Aachen,1705839708,node,Grand Hotel Voncken,hotel,4.6,29,50.8625546,5.8329965
Q1017,Aachen,1708428199,node,Haller-Hotel,hotel,3,6,50.5532315,6.2349952
Q1017,Aachen,1716585313,node,Restaurant - Hotel Beukenhorst,hotel,4.0,9,50.8109057,5.9188007
Q1017,Aachen,1738612728,node,La Bel échappée,guest_house,4.6,4,50.7016219,5.8155163
Q1017,Aachen,1738654094,node,Le Vallon & XL,hotel,4.6,58,50.5413971,5.8868349
Q1017,Aachen,1749722926,node,Weerterbergen,chalet,3.1,87,51.2514224,5.6495991
Q1017,Aachen,1756187159,node,Hotel Zur Alten Post,hotel,2.3,242,51.1919739,6.5133386
Q1017,Aachen,1767602992,node,Jugendgruppenzeltplatz Aachen,camp_site,4.1,87,50.7261466,6.0384534
Q1017,Aachen,1769704458,node,A Vi Mam ´di,hotel,3.6,286,50.4256344,6.0283848
Q1017,Aachen,1771583194,node,Hotel Pastis,hotel,2.5,48,50.8403081,5.6877687
Q1017,Aachen,1771649835,node,Senioren-Park carpe diem - Ferienappartement,guest_house,1.4,233,50.4905846,6.4412256
Q1017,Aachen,1781029865,node,De Hofnar,guest_house,4.0,264,51.1966062,5.9874168
Q1017,Aachen,1783256233,node,La Couronne,hotel,2.0,177,50.6767525,5.9297187
Q1017,Aachen,1790052751,node,Hostellerie Le Wadeleux,hotel,4.7,69,50.6831658,5.8004829
Q1017,Aachen,1790052803,node,Gite Beaujean,guest_house,2.0,85,50.6919529,5.7971945
Q1017,Aachen,1841249583,node,Le Loup Gris,guest_house,1.5,5,50.4667467,6.1669596
Q1017,Aachen,1861278656,node,Landal Village les Gottales,chalet,4.3,236,50.3540531,5.8613693
Q1017,Aachen,1864052418,node,Gut Merödgen,hotel,1.6,21,50.8501787,6.3589235
Q1017,Aachen,1865708601,node,Silva Hotel Spa-Balmoral,hotel,4,32,50.5047308,5.8871512
Q1017,Aachen,1871293114,node,Ferme du Hélivy,guest_house,1.7,220,50.5662632,5.9370479
Q1017,Aachen,1873496579,node,Hollerather Hof,hotel,3.4,208,50.4563544,6.3948234
Q1017,Aachen,1873496587,node,Landhaus Eifelsicht,guest_house,4.5,256,50.4551463,6.3921377
Q1017,Aachen,1905711637,node,De Munsterhoeve,guest_house,1.8,67,50.975436,5.861916
Q1017,Aachen,1906010299,node,Gästezimmer Siminciuc,guest_house,2.2,35,50.8106513,6.0608766
Q1017,Aachen,1914244272,node,"Hotel ""Haus Gertrud""",hotel,4.1,101,50.5790938,6.3059474
Q1017,Aachen,1923845758,node,Wirtzfeld Valley Guesthouse,guest_house,4.9,185,50.4234817,6.2611759
Q1017,Aachen,1923845762,node,CLC Sporthotel,hotel,3.0,298,50.425994,6.2585558
Q1017,Aachen,1931199379,node,Boutique Hôtel Dufays,guest_house,1.6,215,50.3920868,5.9259572
Q1017,Aachen,1936758690,node,Fletcher Hotel-Restaurant Weert,hotel,1.1,215,51.2502769,5.7034522
Q1017,Aachen,1941379068,node,Doen & Laten,guest_house,1.9,76,50.7740697,5.7051852
Q1017,Aachen,1955490666,node,Mercure Liege City Centre,hotel,4,280,50.6479396,5.5905565
Q1017,Aachen,1962421618,node,Landhauszimmer,guest_house,1.5,123,50.6667092,6.1109592
Q1017,Aachen,1986674525,node,Slenaker Vallei,hotel,3.7,294,50.7694067,5.862906
Q1017,Aachen,1998552760,node,Beau-Site,hotel,1.5,248,50.482541,5.9849194
Q1017,Aachen,1998552799,node,Gîte Beausejour,guest_house,3.0,25,50.4825444,5.9829561
Q1017,Aachen,1998552859,node,Belle-Vue,hotel,3.8,26,50.4822723,5.9853823
Q1017,Aachen,2004335382,node,Auberge du Wayai,hotel,3.3,35,50.5078036,5.9304388
Q1017,Aachen,2012829453,node,La Crémaillère,hotel,1.8,61,50.558408,5.9705009
Q1017,Aachen,2018449865,node,Albert Ier,hotel,4.2,204,50.4255941,6.0284155
Q1017,Aachen,2018464183,node,Hôtel du Moulin,hotel,3.9,86,50.3757162,6.0541015
Q1017,Aachen,2018464185,node,Hôtel Saint Hubert,hotel,4.0,71,50.3741767,6.055676
Q1017,Aachen,2029643209,node,Hotel Dux,hotel,1.5,80,51.1955596,5.9841067
Q1017,Aachen,2117694906,node,Hotel Haus Hubertus,hotel,1.5,247,50.942006,6.555721
Q1017,Aachen,2195614186,node,Buitenplaats De Mechelerhof (Vakantiepark),hotel,4.7,67,50.7901445,5.9311393
Q1017,Aachen,2216228402,node,Hotel Rosenpark Laurensberg,hotel,2.6,226,50.8011499,6.0651392
Q1017,Aachen,2278451646,node,Pension Bergrust,hotel,2,296,50.8733412,5.8439332
Q1017,Aachen,2289241841,node,Simplevei,hotel,2.2,266,50.834931,5.97341
Q1017,Aachen,2294920965,node,Domaine de Malchamps,guest_house,3.0,12,50.464939,5.9280252
Q1017,Aachen,2296763113,node,Hostellerie La Feuille d'Or,hotel,3.7,273,51.0037774,5.6531193
Q1017,Aachen,2298558817,node,Magalunas,guest_house,4.8,79,50.789307,5.9397411
Q1017,Aachen,2300105818,node,Hotel Restaurant Klostermühle,hotel,2.1,111,50.6320785,6.4863737
Q1017,Aachen,2321298018,node,La Meulière,chalet,4.7,54,50.386723,6.1190759
Q1017,Aachen,2329365550,node,Ferienhaus Peter Peters,hostel,1.1,31,50.3335804,6.2883783
Q1017,Aachen,2338179864,node,Gites des 3 Bornes,chalet,3.2,93,50.7450767,6.0011316
Q1017,Aachen,2355294766,node,Hotel 2000,hotel,3.5,188,50.8698315,5.8261999
Q1017,Aachen,2357242119,node,De Spar,guest_house,1.4,29,51.2411468,5.9354597
Q1017,Aachen,2367032329,node,Van Eyck,hotel,1.6,225,51.0951254,5.7916276
Q1017,Aachen,2368293223,node,Lindenhof,hotel,2.7,69,50.4331576,6.1647677
Q1017,Aachen,2378994842,node,Hotel Ziegler,hotel,4.9,147,50.6125995,6.3818627
Q1017,Aachen,2380433404,node,Au Romain,hotel,3.4,274,50.3413729,5.5913249
Q1017,Aachen,2406691994,node,Eupen Inn,guest_house,4.7,219,50.6258436,6.0411601
Q1017,Aachen,2416196457,node,Hotel-Restaurant de Roosterhoeve,hotel,4.2,207,51.0856666,5.8152171
Q1017,Aachen,2419274776,node,Hotel zum Stern,hotel,2.9,95,50.5554812,6.2426053
Q1017,Aachen,2425684235,node,Mussenburghof,hotel,4.1,95,51.1422054,5.6186724
Q1017,Aachen,2441570937,node,Hotel Oude-Eycke,hotel,1.1,236,51.1011212,5.8054601
Q1017,Aachen,2441587498,node,Bekerhof,guest_house,1.4,225,51.1911633,5.8157735
Q1017,Aachen,2466672996,node,B&B De Keyartmolen,guest_house,4.3,252,51.1233475,5.6564178
Q1017,Aachen,2504196567,node,Am Bismarckturm,hotel,4.2,50,50.7479403,6.1025813
Q1017,Aachen,2506243583,node,Du Soir au Matin,guest_house,1.9,82,50.6283819,5.8772241
Q1017,Aachen,2513822616,node,Danygraig,guest_house,3.1,222,50.679892,5.6886452
Q1017,Aachen,2530398887,node,Les Myrtilles,hotel,3.4,217,50.2874904,5.9154439
Q1017,Aachen,2537542116,node,De Markies van Vielsalm,guest_house,4.5,162,50.2811267,5.9176547
Q1017,Aachen,2653532539,node,Hotel Beez,hotel,3.4,167,50.8524474,5.6899274
Q1017,Aachen,2653547992,node,Hotel d'Orangerie,hotel,2.7,107,50.8529186,5.6934049
Q1017,Aachen,2653547993,node,Hotel Mabi,hotel,2.5,87,50.8526225,5.6920577
Q1017,Aachen,2671348053,node,Hotel De Pauw,hotel,2.7,98,51.1948816,5.9842011
Q1017,Aachen,2679580057,node,Riche,hotel,3.6,77,50.8608036,5.8332593
Q1017,Aachen,2684929666,node,Hotel Noever,hotel,4.5,263,51.2547382,6.4822345
Q1017,Aachen,2692794081,node,"Hotel-Restaurant -Whiskybar""Zur Alten Schmiede""",hotel,2.8,144,50.2885646,6.265044
Q1017,Aachen,2709635151,node,Jugendferienhaus Krekel,guest_house,2.0,67,50.4707639,6.5343967
Q1017,Aachen,2737130175,node,Pension Britta,guest_house,1.9,237,50.6482625,6.188748
Q1017,Aachen,2737271779,node,Pension Brunnenhof,guest_house,4.0,80,50.6481383,6.1962206
Q1017,Aachen,2737319406,node,Gästehaus Plum,guest_house,4.3,75,50.6438108,6.2102636
Q1017,Aachen,2737319437,node,Zur Buche,apartment,1.4,138,50.6379235,6.2110554
Q1017,Aachen,2737319443,node,Ferienhaus Mende,guest_house,1.3,186,50.6380499,6.2160478
Q1017,Aachen,2737319452,node,Ferienhäuser Petra & Martina,guest_house,3.4,66,50.6425984,6.2125915
Q1017,Aachen,2739855842,node,Ferienwohnung Haus Gabriele,apartment,1.6,233,50.6519563,6.1981599
Q1017,Aachen,2765266995,node,Basil,guest_house,4.3,246,50.9918136,5.7354637
Q1017,Aachen,2770068369,node,Camping High Chaparral,camp_site,2.2,246,50.9537329,5.9147329
Q1017,Aachen,2790412764,node,Kasteel Vaalsbroek,hotel,1.6,214,50.7679945,5.9968577
Q1017,Aachen,2790412824,node,B&B Einrade,guest_house,4.7,138,50.7736786,5.9779802
Q1017,Aachen,2790457240,node,Oud Holset,guest_house,1.7,168,50.7749354,5.9874206
Q1017,Aachen,2790487070,node,Hills33,hotel,2.1,15,50.7845794,5.9650327
