wikidata_id,destination_name,section_type,section_text
Q28271,Annapolis,get_in,"==Get in==

* Many major air carriers fly to Baltimore-Washington International Airport (), in Linthicum, Maryland, only a 30&nbsp;minute drive from Downtown Annapolis.

* 
* 

* From Baltimore, take I-97 south then go east on Hwy 50.
* From Washington, D.C., take Hwy 50 East."
Q28271,Annapolis,get_around,"==Get around==

The first place you should stop in when you are in Annapolis is the Visitors Center, 26 West Street, , daily 9AM-5PM, the official destination marketing organization of Annapolis & Anne Arundel County. Come in for area maps, restroom, restaurant menus, and tours and tour schedule.

The most economic way of enjoying Annapolis would be getting around on foot. There are plenty of parking spaces available during less crowded times, such as during the winter months and weekdays after work hours. They are easy to find by following either the parking signs to a parking garage or looking around the harbor area for metered spots which can be held for up to two hours. Bicycles are also an option to bring along, but generally wouldn't be needed for a day of sightseeing in the harbor area.

Tourist maps are available at many downtown establishments, usually highlighting map sponsors as places to visit, but also including most places of interest as a not-to-scale reference. Any local Annapolitan would be more than happy to give short directions, or even a tip on where to eat.

During the busier times, a parking place will be a bit harder to find, but patience is usually rewarded. If needing extended transport, a bus line does traverse Annapolis at various locations. Though, the Annapolis Transit buses have a tendency to run off schedule and are often extremely early or extremely late; plan extra time if using the buses. Weekend nights, you will also find more than enough taxis available at the base of Main Street."
Q6487,Antalya,get_in,"== Get in ==

thumb| View of the Antalya Airport taken during ISS Expedition 44

* 

Getting there and away:
:Tram and bus can be paid contactless with credit card (about €1 per ride) or the AntalyaKart. The latter allows for certain discounts when used more often, interchange and for some attractions.
* By tram – AntRay Tram 1A runs downtown from two T1 stops (domestic and international) every 15 min 06:00-00:00; it doesn't serve T2. Get off at İsmetpaşa (taking 50 min) for the old town or to transfer to Tram 2. Stay aboard another 30 min for Otogar the bus station. Coming out to the airport take Tram 1A badged ""Havalimanı"". Tram 1B follows the same route until Yonca Kavşak then branches off to Expo. 
* By bus – Route 600 runs from T1 (domestic) and T2 to Otogar - so this could serve as an inter-terminal shuttle and spare you a taxi. It runs every 30 min 07:00 to 00:00 with night runs (as Route 600G) around 01:00, 03:00 and 05:00. It runs via Mevlana Cd and Adnan Menderes Blv, taking about an hour to Otogar. At T1 the stop is by the blue ""D"" sign next to a fig tree, usually with a scrummage of other waiting passengers. Ignore the ""D"" outside T1 (international), which stands for ""decoy"" or ""dupe me"". Taxi touts will converge on you, saying truthfully ""No bus leaving here!"" and steering you towards a taxi.
: Bus Route 800 runs from T1 (domestic) and T2 every two hours 06:15 to 22:15 via Barınaklar Blv in Lara (for east resort strip), cross-town to Sarısu on the west resort strip. 
* By taxi – This is the best option for Lara resort strip, which is east of the city near the airport.

thumb| USS Carter Hall prepares to leave the Antalya Port

* 

Buses from Istanbul run hourly and take 12 hours via Gebze, Izmit, Eskişehir, Kütahya, Afyon, Sandikli and Burdur. From Ankara is 9 hours, from Izmir 6, from Adana 11 and from Konya 6. A faster route from Istanbul or Ankara is to take the YHT train to Konya, which connects with buses to Antalya. 

Bus lines include Metro Turizm, Pamukkale, Flixbus (who've taken over Kamil Koç) and Varan. 

Frequent buses run along the coast from Alanya, Manavgat (for Side) and Belek. Operators include Alanyalilar and Güney Akdeniz, the long-distance bus lines don't serve this short route. You could also take a dolmuş.

From Istanbul follow O7 / O5 / O22 (toll) south past Bursa to pick up D200 east, then D650 south via Kütahya and Afyon, reckon 8 hr 30 min.

Hitchhiking outbound, the dilemma is to be far enough out to pick up inter-city vehicles, but not so far out that they can't stop. One spot northbound is the roundabout where D330 branches from D650. City buses 506 and 509 run to D330, for Denizli, Pamukkale, Aydin and Izmir. Ten buses run along D650 Akdeniz Blv, for Isparta, Afyon and Ankara.

 is the port of the city with a cruise terminal within."
Q6487,Antalya,get_around,"== Get around ==
thumb|Antalya Railway Network Map

Single rides for tram or bus can be paid contactless with a credit card — costs about €1.

In addition, Antalyakart is the plastic transport card you may use to get additional benefits. Buy it or reload it at kiosks along the tramway, at the airport and at the bus terminal; you probably need banknotes for this.

You can also buy disposable paper cards for rided. But these don't allow transfers, nor can they be re-loaded, but you can load a suitable amount on purchase.

Discount cards are only available for citizens with Turkish ID, who pay a little more upfront but get cheaper rides. 

thumb|Historic tram
AntRay Line T1 runs from Fatih in the north of the city to the Otogar (transfer to Line T3), İsmetpaşa downtown (transfer to Line T2) and Meydan then northeast to Yonca Kavşak. Line T1A there forks for Airport Terminal 1, Line T1B continues out to Aksu and Expo. Trams run every 15 min 06:00-00:00. 

Line T2 is a heritage line, with 1950s/60s tramcars donated by the city of Nuremberg in 1999 in gratitude for all those kebabs and factory workers. It runs near the coast from the Museum (transfer to Tram 3) east to Cumhuriyet downtown (transfer to T1) then south through Old Town to Zerdalilik. It's mostly single track with passing loops, and the project to double-track it has stalled. 

Line T3, opened in 2021, starts north of the city at Varsak and runs to Kepez, swinging west to Batıgar (for Otogar and transfer to T1), Akdeniz University Hospital and the Museum (transfer to T2).

 thumb | A public transportation bus 
Buses go everywhere in the city, with over a dozen lines plying to the Otogar. See above for Route 600 to the airport.

KL08 is another useful line, connecting west (for the beach) and east (for Düden falls) of Antalya through the city center.

Google Maps can be a resource. The Antalyakart mobile app provides more accurate arrival times, and also has the feature of checking where the bus is.

There are taxi stands all over the city where the drivers have their base and teapot, or you can order through online BiTaksi or iTaksi. Popular visitor destinations have price lists in Euro. You can also negotiate with any taxi driver to be your private tour guide, or at least take you on an excursion: this might be a good option for Perge but pricey for Aspendos.

City centre is walkable, and using a car or bicycle here is tiresome at best."
Q3915,Antananarivo,get_in,"==Transport==
thumbnail|left|The Soarano train station is located at the end of L'Avenue de l'Indépendance.

The majority of the city's residents move about Antananarivo on foot. The CUA sets and enforces rules that govern a system of 2,400 franchised private minibuses running on 82 numbered routes throughout the city. An additional 2,000 minibuses managed by the Ministry of Transportation run along 8 lines into the neighboring suburbs. These interlinked bus systems served around 700,000 passengers each day. These minibuses often fail to meet safety standards or air quality requirements and are typically overcrowded with passengers and their cargo. Police and gendarmes assist in regulating traffic at peak periods in the morning and evening, or around special events and holidays. Private licensed and unlicensed taxis are common; most vehicles are older Renaults or Citroens. Newer vehicles congregate near hotels and other locales frequented by foreigners willing or able to pay higher prices for better services.

The city is encircled by a ring road and connected by direct routes nationales (national highways) to Mahajanga, Toliara, Antsirabe, Fianarantsoa and Toamasina. Branches and feeder roads from these major highways connect the city to the national road network. Antananarivo was connected by train to Toamasina to the east and Manakara to the southeast via Antsirabe and Fianarantsoa, but since 2019 passenger trains have not been operated anymore. The city's principal railway station is centrally located at Soarano at one end of the Avenue de l'Indépendance. Ivato International Airport is located approximately from the center of the city, connecting Antananarivoto to all national airports. Ivato is the hub of the national airline Air Madagascar, and is the only airport on the island hosting long-haul carriers. Direct flights connect Antananarivo to cities in South Africa and Europe."
Q3612,Antofagasta,get_in,"== Transport ==
thumb|upright=1.25|[[Andrés Sabella Gálvez International Airport]]
thumb|upright=1.25|The port's southern area

The main land route connectivity in the province is Route 5-CH, which connects the city with the rest of the country and is part of the Panamerican Highway. This route connects to the city by Route CH-26 in the north of the city, and Route CH-28 to the south. In addition, the city is connected to the north of the country by Route 1-CH, a way that also allows access to Andrés Sabella Gálvez International Airport and the natural monument La Portada.

Vehicular traffic is concentrated around the main avenues of the city due to the long and narrow shape of the urban area. The only avenue that crosses the city from north to south, corresponds to the coastal route known as Avenida Costanera, which is formed by the avenues Jaime Guzmán, Ejército, República de Croacia, Grecia, José Manuel Balmaceda, Aníbal Pinto, 7º de Línea and Edmundo Pérez Zujovic; these avenues provide access to places including Mall Plaza Antofagasta, the Campus Coloso of the University of Antofagasta, the city hall of the Municipality of Antofagasta.

Andrés Sabella Gálvez International Airport is the only airport in Antofagasta and is located in Cerro Moreno, north of the city. This site, despite being classified as International Airport, operates mostly as a terminal for national flights, with one international airline, LATAM Peru, flying to Lima. In this terminal three domestic airlines also operate, LATAM Chile, JetSMART and Sky Airlines.

The city has a port complex of seven docks, inaugurated by President Carlos Ibáñez del Campo on 14 February 1943 under the name of Puerto de Antofagasta, which consists of two terminals. Terminal 1, consists of the docks 1, 2 and 3, is multi-operator and is managed by the ""Empresa Portuaria Antofagasta"" (EPA) since 1 July 1998. Terminal No. 2, composed of docks 4, 5, 6 and 7, monooperario type, which is managed and operated by the company ""Antofagasta Terminal Internacional"" (ATI) since 1 March 2003. Overall, this tourist (member of the Association of Cruise Ports Southern Cone) and commercial port, can operate the production of 5,000,000 tons of cargo.

Escondida, the biggest private mining company in Chile, has a private port located in southern city, near Cerro Coloso.

thumb|Bus of the TransAntofagasta
thumb|[[Ferrocarril de Antofagasta a Bolivia|Antofagasta train to Bolivia (FCAB)]]
The higher transportation consists of thirteen lines of minibuses, which correspond to buses with a capacity of fewer than thirty people. The public transport is within a tender and is known as TransAntofagasta. The public transport plan took effect officially on 28 November 2005, replacing the old bus service. The route of these buses finish in the Caleta Coloso (south end of the city) during the year, and during the summer come as far as Balneario Juan Lopez, which is out of town.

The lower transport consists of taxis lines, corre"
Q3612,Antofagasta,get_around,"thumb|Bus of the TransAntofagasta
thumb|[[Ferrocarril de Antofagasta a Bolivia|Antofagasta train to Bolivia (FCAB)]]
The higher transportation consists of thirteen lines of minibuses, which correspond to buses with a capacity of fewer than thirty people. The public transport is within a tender and is known as TransAntofagasta. The public transport plan took effect officially on 28 November 2005, replacing the old bus service. The route of these buses finish in the Caleta Coloso (south end of the city) during the year, and during the summer come as far as Balneario Juan Lopez, which is out of town.

The lower transport consists of taxis lines, corresponding to a black sedans that make their way through the urban area through fixed routes."
Q12892,Antwerp,get_in,"==Transportation==

Antwerp is the focus of lines to the north to Essen and the Netherlands, east to Turnhout, south to Mechelen, Brussels and Charleroi, and southwest to Ghent and Ostend. It is served by international and Thalys trains to Amsterdam, Rotterdam and Paris, and national trains to Ghent, Bruges, Ostend, Brussels, Charleroi, Hasselt, Liège, Leuven and Turnhout. Antwerp Central station is an architectural monument in itself, and is mentioned in W G Sebald's novel Austerlitz. Prior to the completion in 2007 of a tunnel that runs northwards under the city centre to emerge at the old Antwerp Dam station, Central was a terminus. Trains from Brussels to the Netherlands had to either reverse at Central or call only at Berchem station, to the south, and then describe a semicircle to the east, round the Singel. Now, they call at the new lower level of the station before continuing in the same direction.

Antwerp is also home to Antwerpen-Noord, the largest classification yard for freight in Belgium and the second largest in Europe. The majority of freight trains in Belgium depart from or arrive here. It has two classification humps and over a hundred tracks.

The city has a web of tram and bus lines operated by De Lijn and providing access to the city centre, suburbs and the Left Bank. The tram network has 14 lines, of which the underground section is called the ""premetro"" and includes a tunnel under the river. The Franklin Rooseveltplaats functions as the city's main hub for local and regional bus lines. However, there has been an evolution to end regional lines at transportation hubs more outward of the city centre, such as Zuid and Luchtbal.

A six-lane motorway bypass encircles much of the city centre and runs through the urban residential area of Antwerp. Known locally as the ""Ring"" it offers motorway connections to Brussels, Hasselt and Liège, Ghent, Lille and Bruges and Breda and Bergen op Zoom (Netherlands). The banks of the Scheldt are linked by three road tunnels (in order of construction): the Waasland Tunnel (1934), the Kennedy Tunnel (1967) and the Liefkenshoek Tunnel (1991).

Daily congestion on the Ring led to a fourth high-volume highway link called the ""Oosterweelconnection"" being proposed. It would have entailed the construction of a long viaduct and bridge (the Lange Wapper) over the docks on the north side of the city in combination with the widening of the existing motorway into a 14-lane motorway; these plans were eventually rejected in a 2009 public referendum.

In September 2010 the Flemish Government decided to replace the bridge by a series of tunnels. There are ideas to cover the Ring in a similar way as happened around Paris, Hamburg, Madrid and other cities. This would reconnect the city with its suburbs and would provide development opportunities to accommodate part of the foreseen population growth in Antwerp which currently are not possible because of the pollution and noise generated by the traffic on the Ring."
Q36260,Apia,get_in,"== Get in ==

* 

Occasional cargo ships dock at Apia port on their way around the world. A twice-monthly ferry sails to Tokelau. Yachties can berth in Apia Harbour, where there are good facilities.

The aptly named Cross Island Road connects the southern villages on the island of Upolu with Apia."
Q36260,Apia,get_around,"==Get around==

Much of Apia is within walking distance, although this could be an uncomfortable experience on a hot and humid Samoan Day. Another thing to consider is the number of aggressive stray dogs towards dusk and in the evening. A walk from the suburbs into the centre is best avoided at night for this reason. 

Taxis are cheap, safe and easy to hail down but single women are advised to sit in the back seat, particularly if wearing a short skirt. Ridesharing services including Uber and Lyft have become common means of transport in Apia too.

Buses fan out to the whole of Upolu from Apia. If you are staying at a hotel outside the centre of the town it may be possible to get there by bus. Ask at your hotel."
Q414,Argentina,get_around,"==Get around==

Argentina is a colossal country. With a land area of , travelling from one region to another can take a lot of time.

It is a government requirement that travellers produce identification when buying plane or long distance bus tickets. You are always asked for for identification when buying bus tickets and many bus drivers ask again to see your passport as you are boarding.
 
Some of the provinces have restrictions on the transport of fresh fruit and vegetables. Police will occasionally search buses and check the luggage of plane passengers when they disembark. 

Argentina boasts an outstanding short and long-distance bus network however long distance buses often run late. It is not the end of the earth if your overnight bus is a few hours late but can be a problem if you join a long distance bus mid route for what should be a 3 hour trip and find that it is 4 hours late. Try to book short distance buses for shorter trips, if you must join a long distance bus mid route give yourself as much leeway as possible for connecting services. Since regional train service is limited and plane tickets are more expensive, bus travel is the most common way to travel from city to city within Argentina. It is not as cheap as it was before, with about US$4-5 for each hour of travelling (Puerto Iguazú to Buenos Aires about US$100). 

In Buenos Aires, a city bus is called a colectivo or bondi while a long distance, intercity bus is called a micro or omnibus; this is not always true though, usage varies somewhat in provincial areas.. The hub of this network is definitely Buenos Aires' Terminal de Omnibus de Retiro; it has up to 2,000 bus arrivals and departures per day, and multiple companies serve most destinations. Buses arrive and depart from a total of 75 platforms, and in order to buy your ticket you will have to choose between about 200 ticket booths situated on the upper level of the terminal.

The more expensive buses generally offer high-quality service, and for distances longer than 200&nbsp;km, it is common to have food served on board. There is generally a good amount of legroom, and many buses have seats that recline horizontally into beds (called camas) making them a lot like travelling business class on a plane. The best category with completely reclining seats is normally called cama suite, but other names such as tutto letto, ejecutivo , cama vip or salon real are also in use. Somewhat cheaper seats only recline partially (semi-camas), or not at all (servicio común). Every service belongs to one of five official comfort classes with minimum requirements that are prescribed by law in order to facilitate comparisons. The better buses will provide everything you need, while for the lower categories it may be a good idea to take drinks and food with you, as well as toilet paper and ear plugs. If the trip is really long e.g. more than 12 hours it's definitely better to spend a few more bucks and pay for a better bus service. If travellin"
Q399,Armenia,get_in,"==Get in==
thumb|375px|Countries in dark green and turquoise can travel to Armenia without a visa, and countries in light green can get a visa on arrival or an eVisa. All other countries will need a visa in advance.

Armenia's visa policy is remarkably open. Most people can obtain a visa on arrival or visit the country without a visa. 

Citizens from the following locations can travel to Armenia visa free for 180 days per year: Albania, Andorra, Argentina, Australia, Belarus, Brazil, China (PRC), European Union, Georgia, Hong Kong, Iceland, Iran, Japan, Kazakhstan, Kyrgyzstan, Liechtenstein, Macau, Moldova, Monaco, Montenegro, Nagorno-Karabakh, New Zealand, Norway, Qatar, Russia, San Marino, Serbia, Singapore, South Korea Switzerland, Tajikistan, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan and Vatican City.

For all others (except a handful of mainly African countries; see below), 21-day tourist visas are available upon arrival at Yerevan airport and at some land crossings at the price of 3,000 dram for 21 days and 15,000 (Armenian) dram for 120 days.

At Yerevan airport, there is a currency exchange and an ATM located before customs and immigration. There is a hefty surcharge of approximately US$10 for changing traveler checks, which in general are not widely used in Armenia.

At some land crossings, border guards will take other currencies but only at lousy rates. Try to have Armenian dram before arriving at the border. Some travellers have been charged as much as US$20 (the approximate equivalent of three times the official price), but as of August 2015 you will be charged US$10 for a 21-day visa at the Bagratashen-Sadakhlo border crossing. Border guards and customs officers will not be able to change a US$100 note, so check the current exact amount and have some spare small-value notes. As of 2022, not all land border crossings allow for visa on arrival. You may be denied entry and turned around at the border, which, if you've come by marshrutka/minibus, means that you will be stranded until you are able to find a new bus or hitchhike back to Tbilisi. If in any doubt, get the E-visa in advance.

A slightly more expensive option (officially at least) is the e-Visa (US$10 for 21 days; US$40 for 120 days). These e-Visas are processed completely online and take up to two business days to be issued. They allow entry into Armenia through Yerevan Airport and the following land border crossings: from Georgia, Ayrum railway station, Bavra, Bagratashen and Gogavan; and from Iran at Meghri.

A 21-day visa obtained in advance from an embassy (not online) costs US$8.

The unlucky few that cannot obtain a visa on arrival must apply for a visa at an embassy or consulate before arriving and need an invitation.

* Citizens of Azerbaijan must have a special entry permit to visit Armenia.

Zvartnots International Airport () 10&nbsp;km west of Yerevan is the main airport in the country.

Some West Asian airlines (Syrian, Ira"
Q399,Armenia,get_around,"==Get around==
thumb|240px|Noravank Monastery in [[Southern Armenia.]]

Public transportation is very good and inexpensive (about 100 dram/10 km) in Armenia, with timetables here and connections here. Use google translator if you do not read Armenian. It can also be tough to get to more remote sites outside of populated areas. The system could be described as a hub and spoke system, with each city offering local transportation to its surrounding villages and each city offering connections to Yerevan. Most inter-city travel is by 14-seat minibuses or buses. Yerevan has several bus interchange stations that serve the whole country, so depending on where you want to go, you should find out which bus interchange station services the area of your destination. Unlike many countries in Eastern Europe, many Armenian marshrutkas do not sell tickets beforehand, and do not issue tickets at all. However, in some larger cities/towns there will be a ticket office where you must buy a ticket beforehand. This is more likely to be the case for longer journeys, but if in doubt ask the driver. Otherwise, you pay the driver, at any point in the trip (though some will collect at the beginning). Exact change is never required, but a 20,000 dram note for a 1,000 dram ride might present a problem. Tips are unheard of on public transportation. Be aware these buses are usually overcrowded and do not have AC in summer.

* 

Most trains in Armenia are Soviet-era stock. Two lines have new faster trains: the international Yerevan-Tbilisi (+Batumi in the summer), and the Yerevan-Gyumri line that runs Friday-Saturday-Sunday. All other trains are slow but incredibly cheap (1,000 dram Gyumri-Yerevan). There are several daily trains towards Gyumri and one to Yeraskh at the closed border with Nakhichevan. On summer weekends, one daily train operates from the northern Almast station to Lake Sevan, all the way to Shorzha on the far side (unavailable as of May 2019). See the official timetable for details: www.railway.am

The only station north of Gyumri that is officially accessible to passengers is Vanadzor, where the Georgia-bound train stops. North of Vanadzor there are only technical stops to which tickets can not be bought (Pambak, Shahali, Sanahin, Ayrum). One can still try to enter/leave the train though and ticket inspectors may allow this.

Not as common as in the days of the post-Soviet collapse, hitchhiking is still perfectly safe and acceptable, and travelers hitchhiking are not an uncommon sight on the main routes. Drivers often do not expect anything in the way of compensation, but offer anyway and sometimes they will take the mashrutka fare. Flag cars down by holding your arm in front of you and patting the air; this is how taxis, buses and mashrutkas are flagged. Pointing your thumb outwards is also acceptable, which will make it obvious that you are a traveler. Do not be too surprised if you befriend a driver during your ride and eventually end up staying at their ho"
Q23438,Ashgabat,get_in,"==Transportation==
thumb|Streets of Ashgabat
On 18 October 2006, the Ashgabat Cable Car opened, connecting the city with the foothills of the Kopetdag.

Ashgabat Monorail commenced service in 2016, becoming the first monorail in the Central Asia region. It is a loop 5.2 kilometers long and circulates exclusively on the territory of the Olympic Village ().

In January 2018, it was reported that black cars had been impounded for weeks in Ashgabat, a result of President Gurbanguly Berdimuhamedow's conviction that black cars bring bad luck.

The Ukrainian construction firm Interbudmontazh has proposed construction of a subway (metropolitan) line, to connect the Ashgabat-Siti residential area in the northern suburbs to downtown Ashgabat.

thumb|left|The falcon shape of the international terminal of Ashgabat International Airport
thumb|Inside the international terminal of Ashgabat International Airport

The city is served by the Ashgabat International Airport, expansion of which cost $2.3&nbsp;billion and which has a design capacity of 14,000,000 passengers per year. Turkmenistan Airlines is headquartered at the airport.""Directory: World Airlines."" Flight International. March 30–5 April 2004. Among the companies that fly from there are Turkmenistan Airlines, S7 Airlines, China Southern Airlines, flyDubai and Turkish Airlines. The destinations mainly European, Southeast Asia and Middle East. Ashgabat also offers air service to and from all the major cities of the Turkmenistan.

Citizens of all countries have the right to visa-free transit through the international transit area of Ashgabat International Airport.

Ashgabat International Airport is connected to the city by a network of public buses.[https://ayauk.gov.tm/route/a/index?type=0

Ashgabat is linked to Tejen, Mary, Türkmenabat and neighbouring countries by the country's 600&nbsp;km autobahn network.В Туркменистане приступили к заключительному третьему этапу строительства высокоскоростной автомобильной дороги Ашхабад-Туркменабат A six-lane highway is equipped with an advanced traffic management system featuring continuous video surveillance to ensure effective road monitoring. The toll rates range from 0.35 to 0.45 Turkmen manats per kilometer, depending on the type of vehicle.Туркменистан приступил к строительству заключительного этапа высокоскоростной трассы Ашхабад-Туркменабад

thumb|left|Ashgabat Railway Station
thumb|Turkmenistan Railways Diesel locomotive CKD9A in Ashgabat

Ashgabat has a single central railway station. In May 2009 the restoration of the Ashgabat railway station was completed. The railway station is made in Soviet-style architecture with its long point on the building roof.

The Trans-Caspian Railway (Türkmenbaşy–Balkanabat–Bereket–Ashgabat–Mary–Türkmenabat) runs through Ashgabat from east to west. Since 2006 there is also a train line from Ashgabat to the north, the Trans-Karakum Railway.

As of June 2025, the following railway routes are scheduled from and to Ashgabat:

*"
Q3642,Asmara,get_in,"==Transport==
thumb|upright=1.15|Steam train outside Asmara on the [[Eritrean Railway]]

After Eritrean independence, the roads of Asmara underwent extensive construction projects. Old roads were renovated and new highways were also built. There are five primary roads out of Asmara.

Asmara International Airport serves the city with many international flights. Massawa International Airport is an alternative airport nearby.

As of 1999, there is a total of 317 kilometres of (narrow gauge) rail line in Eritrea. The Eritrean Railway was built between 1887 and 1932. Badly damaged during WWII and in later fighting, it was closed section by section, with the final closure coming in 1978. After independence, a rebuilding effort commenced, and the first rebuilt section was reopened in 2003. As of 2009, the section from Asmara to Massawa was fully rebuilt and available for service."
Q1520,Astana,get_in,"==Get in==
See Kazakhstan for visa information, but most western passport holders don't need a visa for visits of up to 30 days.

* 

As of early 2023 there are flights from many places in the former Soviet Union, and a couple each from Western Europe, the Middle East and East Asia. World airports with connections to Astana include Beijing, Dubai, Moscow Sheremetyevo (and other Moscow airports), Frankfurt, and Istanbul

Bus 10 and Bus 12 connect the airport and the city centre at least twice hourly, the price is 90&nbsp;tenge. You can find the timetable at the bus stop directly in front of the main entrance to T2 (domestic) terminal. It's a one-minute walk from T1 (international) terminal. A taxi from the airport to the city centre is about US$20.

thumb|Astana-1 rail station

* 
thumb|Nurly Zhol rail station
* 

So which railway station? As of autumn 2019, trains from Russia are still using Astana-1, while trains to Urumqi in China are using Nurly Zhol. The fastest trains to Almaty also use Nurly Zhol, but it's a mixture for this and other Kazakh destinations. Check locally near the day of travel.

*"
Q1520,Astana,get_around,"==Get around==

There are plenty of taxis starting from local taxis, ending with the most used services like Yandex Taxi, InDriver, you can expect to pay 1000-3500 tenge for a trip within the city. 

Yandex and Uber were ubiquitous and even in tough weather conditions you shouldn't expect to wait more than 5 minutes for a car. As of January 2023, Uber is reportedly no longer present in the city, only Yandex.

Street taxis: Stand at the side of any road and thumb down a passing car, within 3 minutes you should have a string of them. Tell them your destination and they will either drive off or gesture you in. It is useful to know numbers so you can set a price for the journey before starting. They are about half the price of official taxis, reckon 1000-1500 tenge for a cross river trip. Some drivers may start practicing not only their English with you, but may start a discussion connected with the area of Psychology, others will race along the streets like a maniac, slowing down for the obvious speed cameras. Use this method with caution and try to travel in groups.

thumb|An urban bus
Public buses (Astra Bus) have a flat fare of 180&nbsp;tenge, pay the conductor on board (or driver if there is no conductor). The buses are efficient and comfortable, but they are often full. Some buses are from the 1990s, but there are also newer buses from the last 10 years that match any modern city in terms of the quality of the bus. For bus routes, times and real time location updates, download the very useful Astrabus smartphone app. Another useful app is 2GIS.

The municipal authorities have published a journey planner. But you must choose the bus number to see the route. This is not helpful if you know where you want to go but don't know which bus to take! Once you're on the bus, there is a route map, so it's worth taking a photo of that on your phone for later trips around the city! When you get on a bus tell the conductor your destination and they will either tell you when to get off or gesture you to get on another bus.

The number 12 bus does a nice loop around the new part of the city with the palace etc., so this is a nice one for a tour. Bus 19 runs from the railway station, down Beibilitsky Street, then through the centre eventually out past the National Museum.

Buses serving further regional destinations depart from Saparzhay (Автовокзал ""Сапаржай) which is adjacent to the railway station. Times and tickets on their website.

A Metro line is under construction between the airport and Nurly Zhol railway station. As of 2022 construction has been called to an indefinite halt.

There's a bike sharing scheme, just like in other major cities around the world, operated by the French company Smoove Bike."
Q3927,Astrakhan,get_in,"==Get in==

thumb|Astrakhan airport
* 

* 

* 

* 

Transport network of the region is constituted by over 7,000 km of automobile roads, 65 active ferries and 275 bridges. International transport corridor E-40 “West-East” crosses Astrakhan region. It links Western and Eastern Europe with Kazakhstan, Central Asia and China through the south of Russia (Rostov-on-Don, Volgograd, Astrakhan).
Besides, roads M-6 “Kaspiy” Moscow (Kashira) – Astrakhan, Astrakhan – Elista – Stavropol, Astrakhan – Atyrau (Kazakhstan) play an important role in the transport infrastructure of the Astrakhan region.
thumb|Astrakhan districts"
Q3927,Astrakhan,get_around,"== Get around ==

Public local transport is only provided by minibuses (marshrutki).

Astrakhan districts

1. Kirovskiy (Кировский)

2. Sovetskiy (Советский)

3. Leninskiy (Ленинский)

4. Trusovskiy (Трусовский)

* 
* 
* 
* 
*"
Q2933,Asunción,get_in,"thumb|[[Silvio Pettirossi International Airport]]
Because the Paraguay River runs right next to Asunción the city is served by a river terminal in the downtown area. This port is strategically located inside a bay and it is where most freight enters and leaves the country. There is a lesser terminal in the Sajonia neighborhood, and a shuttle port in Ita Enramada, almost opposite the Argentine city of Clorinda, Formosa.

Public transportation is used heavily and is served through buses (locally called colectivos, micros or buses) that reach all the regions of the city and surrounding dormitory communities. From 23 October 2020, an electronic card is required to use these buses. There are two cards available from two different providers: ""Jaha"" (Guarani for Let's Go) and ""Más"" (Spanish for More).
thumb|Bays at the long-distance bus terminal
The main long-distance bus terminal (TOA, or Terminal de Ómnibus de Asunción) is on the República Argentina Avenue and its bus services connect all of the Departments of Paraguay, as well as international routes to nearby countries such as Argentina, Brazil, Bolivia and Uruguay. Some 115 companies service more than 1,300 departures per day. As many as 55,000 passengers depart on these routes daily, with demand peaking on special occasions like Holy Week and New Year's Day.

Silvio Pettirossi International Airport is Paraguay's main national and international gateway, located at Luque, suburb of the capital, Asunción. It is named after Paraguayan aviator Silvio Petrossi and was formerly known as Presidente Stroessner International Airport. As Paraguay's busiest airport, it is the hub of Latam Paraguay and Paranair.

Bolt and Uber compete with various taxi companies."
