cluster_id,unique_id,festival_id,name_clean,name,festival_type,destination_id,destination_name,start_date,end_date
fest_Q6168882,fest_Q6168882,Q6168882,1975 viña del mar international song festival,1975 Viña del Mar International Song Festival,Festival,Q298,Chile,,
fest_Q5270148,fest_Q5270148,Q5270148,fiesta de la tirana,fiesta de la tirana,Festival,Q298,Chile,,
fest_Q54912534,fest_Q54912534,Q54912534,festival internacional de teatro santiago a mil,Festival Internacional De Teatro Santiago A Mil,Festival,Q298,Chile,,
fest_Q139823010,fest_Q139823010,Q139823010,kodomma,Kodomma,Festival,Q657,Chad,,
fest_Q139823010,fest_Q139823010,Q139823010,kodomma,Kodomma,Festival,Q657,Chad,,
fest_Q126184062,fest_Q126184062,Q126184062,la furia del libro,La Furia del Libro,Festival,Q298,Chile,,
fest_Q108326238,fest_Q108326238,Q108326238,wiki loves monuments in colombia,Wiki Loves Monuments in Colombia,Festival,Q739,Colombia,,
fest_Q16976237,fest_Q16976237,Q16976237,louder than a bomb,Louder Than a Bomb,Festival,Q1297,Chicago,2001-01-01,
fest_Q135317660,fest_Q135317660,Q135317660,encuentro colombiano de combinatoria ecco,Encuentro Colombiano de Combinatoria (ECCO),Festival,Q739,Colombia,,
fest_Q16567572,fest_Q16567572,Q16567572,world day of laziness,World Day of Laziness,Festival,Q739,Colombia,,
fest_Q130449694,fest_Q130449694,Q130449694,vi bienal latinoamericana de arquitectura de paisaje,VI Bienal Latinoamericana de Arquitectura de Paisaje,Festival,Q739,Colombia,2024-10-16,2024-10-17
fest_Q130449694,fest_Q130449694,Q130449694,vi bienal latinoamericana de arquitectura de paisaje,VI Bienal Latinoamericana de Arquitectura de Paisaje,Festival,Q739,Colombia,2024-10-16,2024-10-17
fest_Q5421470,fest_Q5421470,Q5421470,expoasoinducals,ExpoAsoinducals,Festival,Q739,Colombia,2008-01-01,
fest_Q137033966,fest_Q137033966,Q137033966,vallenato legend festival 1968,Vallenato Legend Festival 1968,Festival,Q739,Colombia,1968-04-27,1968-04-30
fest_Q6050049,fest_Q6050049,Q6050049,boyacá international cultural festival,Boyacá International Cultural Festival,Festival,Q739,Colombia,,
fest_Q580654,fest_Q580654,Q580654,festival of the flowers,Festival of the Flowers,Festival,Q739,Colombia,,
fest_Q580654,fest_Q580654,Q580654,festival of the flowers,Festival of the Flowers,Festival,Q739,Colombia,,
fest_Q6135496,fest_Q6135496,Q6135496,summerland,Summerland,Festival,Q739,Colombia,,
fest_Q126957591,fest_Q126957591,Q126957591,2025 viña del mar international song festival,2025 Viña del Mar International Song Festival,Festival,Q298,Chile,,
fest_Q3694370,fest_Q3694370,Q3694370,corraleja,Corraleja,Festival,Q739,Colombia,,
fest_Q133284716,fest_Q133284716,Q133284716,2026 viña del mar international song festival,2026 Viña del Mar International Song Festival,Festival,Q298,Chile,,
fest_Q131227847,fest_Q131227847,Q131227847,handwoven festival,Handwoven Festival,Festival,Q739,Colombia,,
fest_Q6051033,fest_Q6051033,Q6051033,international image festival,International Image Festival,Festival,Q739,Colombia,,
fest_Q7318795,fest_Q7318795,Q7318795,revolutionary independent labour movement,Revolutionary Independent Labour Movement,Event,Q739,Colombia,,
fest_Q5445813,fest_Q5445813,Q5445813,festival of the laurels,Festival of the Laurels,Festival,Q739,Colombia,,
fest_Q5861134,fest_Q5861134,Q5861134,festival de ancón,Festival de Ancón,Festival,Q739,Colombia,,
fest_Q5445820,fest_Q5445820,Q5445820,festival y reinado nacional del carbón,Festival y Reinado Nacional del Carbón,Festival,Q739,Colombia,,
fest_Q5180480,fest_Q5180480,Q5180480,cradle of accordions festival,Cradle of Accordions Festival,Festival,Q739,Colombia,,
fest_Q2613047,fest_Q2613047,Q2613047,eurovision young musicians 1986,Eurovision Young Musicians 1986,Festival,Q35,Denmark,,1986-05-27
fest_Q124539982,fest_Q124539982,Q124539982,copenhagen light festival,Copenhagen Light Festival,Festival,Q35,Denmark,,
fest_Q124539982,fest_Q124539982,Q124539982,copenhagen light festival,Copenhagen Light Festival,Festival,Q35,Denmark,,
fest_Q7857911,fest_Q7857911,Q7857911,twicon,Twicon,Festival,Q16557,Dallas,,
fest_Q12333811,fest_Q12333811,Q12333811,roskilde festival 2003,Roskilde Festival 2003,Festival,Q35,Denmark,2003-06-26,2003-07-03
fest_Q66588073,fest_Q66588073,Q66588073,literaturexchange,LiteratureXchange,Festival,Q35,Denmark,,
fest_Q110217976,fest_Q110217976,Q110217976,enter art fair,Enter Art Fair,Festival,Q35,Denmark,,
fest_Q108816208,fest_Q108816208,Q108816208,roskilde festival 2016,Roskilde Festival 2016,Festival,Q35,Denmark,2016-06-25,2016-07-03
fest_Q7369009,fest_Q7369009,Q7369009,roskilde festival 2009,Roskilde Festival 2009,Festival,Q35,Denmark,2009-07-02,2009-07-05
fest_Q108816702,fest_Q108816702,Q108816702,roskilde festival 1994,Roskilde Festival 1994,Festival,Q35,Denmark,1994-06-30,1994-07-03
fest_Q10459001,fest_Q10459001,Q10459001,copenhagen irish festival,Copenhagen Irish Festival,Festival,Q1748,Copenhagen,,
fest_Q10459001,fest_Q10459001,Q10459001,copenhagen irish festival,Copenhagen Irish Festival,Festival,Q1748,Copenhagen,,
fest_Q258417,fest_Q258417,Q258417,aarhus festuge,Aarhus Festuge,Festival,Q35,Denmark,,
fest_Q21065149,fest_Q21065149,Q21065149,dansk melodi grand prix 2016,Dansk Melodi Grand Prix 2016,Festival,Q35,Denmark,,2016-02-13
fest_Q25038242,fest_Q25038242,Q25038242,moesgård viking moot,Moesgård Viking Moot,Festival,Q35,Denmark,,
fest_Q21762313,fest_Q21762313,Q21762313,danmarks hurtigste bil,Danmarks Hurtigste Bil,Festival,Q35,Denmark,,
fest_Q12322858,fest_Q12322858,Q12322858,krimimessen,Krimimessen,Festival,Q35,Denmark,,
fest_Q12333805,fest_Q12333805,Q12333805,roskilde festival 1978,Roskilde Festival 1978,Festival,Q35,Denmark,1978-06-30,1978-07-02
fest_Q111442284,fest_Q111442284,Q111442284,myths and legends,Myths and Legends,Festival,Q16554,Denver,,
fest_Q57408666,fest_Q57408666,Q57408666,dansk melodi grand prix 2019,Dansk Melodi Grand Prix 2019,Festival,Q35,Denmark,,
fest_Q12333808,fest_Q12333808,Q12333808,roskilde festival 2000,Roskilde Festival 2000,Festival,Q35,Denmark,2000-06-29,2000-07-02
fest_Q109554261,fest_Q109554261,Q109554261,roskilde festival 2022,Roskilde Festival 2022,Festival,Q35,Denmark,2022-06-25,2022-07-02
fest_Q12333807,fest_Q12333807,Q12333807,roskilde festival 1980,Roskilde Festival 1980,Festival,Q35,Denmark,1980-06-27,1980-06-29
fest_Q16324383,fest_Q16324383,Q16324383,roskilde festival 1982,Roskilde Festival 1982,Festival,Q35,Denmark,1982-07-02,1982-07-04
fest_Q12333810,fest_Q12333810,Q12333810,roskilde festival 2002,Roskilde Festival 2002,Festival,Q35,Denmark,2002-06-23,2002-06-30
fest_Q7369007,fest_Q7369007,Q7369007,roskilde festival 2008,Roskilde Festival 2008,Festival,Q35,Denmark,2008-06-29,2008-07-06
fest_Q6485867,fest_Q6485867,Q6485867,langelandsfestival,Langelandsfestival,Festival,Q35,Denmark,,
fest_Q112613033,fest_Q112613033,Q112613033,anaconism,Anaconism,Festival,Q16554,Denver,,
fest_Q135116222,fest_Q135116222,Q135116222,roskilde festival 2025,Roskilde Festival 2025,Festival,Q35,Denmark,2025-06-28,2025-07-05
fest_Q12333804,fest_Q12333804,Q12333804,roskilde festival 1977,Roskilde Festival 1977,Festival,Q35,Denmark,1977-07-01,1977-07-03
fest_Q17482227,fest_Q17482227,Q17482227,dansk melodi grand prix 2015,Dansk Melodi Grand Prix 2015,Festival,Q35,Denmark,,2015-02-07
fest_Q50471315,fest_Q50471315,Q50471315,roskilde festival 2018,Roskilde Festival 2018,Festival,Q35,Denmark,2018-06-30,2018-07-07
fest_Q1069508,fest_Q1069508,Q1069508,world festival of black arts,World Festival of Black Arts,Festival,Q3718,Dakar,,
fest_Q1069508,fest_Q1069508,Q1069508,world festival of black arts,World Festival of Black Arts,Festival,Q3718,Dakar,,
fest_Q108816621,fest_Q108816621,Q108816621,roskilde festival 1986,Roskilde Festival 1986,Festival,Q35,Denmark,1986-07-04,1986-07-06
fest_Q7369005,fest_Q7369005,Q7369005,roskilde festival 2006,Roskilde Festival 2006,Festival,Q35,Denmark,2006-06-25,2006-07-02
fest_Q12333806,fest_Q12333806,Q12333806,roskilde festival 1979,Roskilde Festival 1979,Festival,Q35,Denmark,1979-06-29,1979-07-01
fest_Q131468037,fest_Q131468037,Q131468037,mobile summer workshop,Mobile Summer Workshop,Festival,Q35,Denmark,,
fest_Q131468037,fest_Q131468037,Q131468037,mobile summer workshop,Mobile Summer Workshop,Festival,Q35,Denmark,,
fest_Q131468037,fest_Q131468037,Q131468037,mobile summer workshop,Mobile Summer Workshop,Festival,Q35,Denmark,,
fest_Q12306687,fest_Q12306687,Q12306687,copenhagen pride,Copenhagen Pride,Festival,Q1748,Copenhagen,,
fest_Q12306687,fest_Q12306687,Q12306687,copenhagen pride,Copenhagen Pride,Festival,Q1748,Copenhagen,,
fest_Q12333803,fest_Q12333803,Q12333803,roskilde festival 1975,Roskilde Festival 1975,Festival,Q35,Denmark,1975-06-27,1975-06-29
fest_Q108816617,fest_Q108816617,Q108816617,roskilde festival 1983,Roskilde Festival 1983,Festival,Q35,Denmark,1983-07-01,1983-07-03
fest_Q16324382,fest_Q16324382,Q16324382,roskilde festival 1981,Roskilde Festival 1981,Festival,Q35,Denmark,1981-07-26,1981-07-28
fest_Q108816623,fest_Q108816623,Q108816623,roskilde festival 1988,Roskilde Festival 1988,Festival,Q35,Denmark,1988-06-30,1988-07-03
fest_Q5219679,fest_Q5219679,Q5219679,danish air show,Danish Air Show,Festival,Q35,Denmark,,
fest_Q12333802,fest_Q12333802,Q12333802,roskilde festival 1976,Roskilde Festival 1976,Festival,Q35,Denmark,1976-07-02,1976-07-04
fest_Q28928997,fest_Q28928997,Q28928997,ciff,CIFF,Festival,Q35,Denmark,,
fest_Q5157911,fest_Q5157911,Q5157911,confusion,ConFusion,Festival,Q12439,Detroit,,
fest_Q18618544,fest_Q18618544,Q18618544,dallas allied arts exhibition,Dallas Allied Arts Exhibition,Festival,Q16557,Dallas,1928-01-01,
fest_Q7881914,fest_Q7881914,Q7881914,uncommoncon,UnCommonCon,Festival,Q16557,Dallas,,
fest_Q109472952,fest_Q109472952,Q109472952,wiki loves monuments in denmark,Wiki Loves Monuments in Denmark,Festival,Q35,Denmark,,
fest_Q25110850,fest_Q25110850,Q25110850,copenhagen architecture festival x film,Copenhagen Architecture Festival x FILM,Festival,Q35,Denmark,,
fest_Q12342732,fest_Q12342732,Q12342732,roskilde festival 2007,Roskilde Festival 2007,Festival,Q35,Denmark,2007-07-01,2007-07-08
fest_Q12333800,fest_Q12333800,Q12333800,roskilde festival 1972,Roskilde Festival 1972,Festival,Q35,Denmark,1972-06-30,1972-07-02
fest_Q12311192,fest_Q12311192,Q12311192,femølejren,Femølejren,Festival,Q35,Denmark,,
fest_Q108816620,fest_Q108816620,Q108816620,roskilde festival 1985,Roskilde Festival 1985,Festival,Q35,Denmark,1985-06-28,1985-06-30
fest_Q135116233,fest_Q135116233,Q135116233,roskilde festival 2023,Roskilde Festival 2023,Festival,Q35,Denmark,2023-06-24,2023-07-01
fest_Q135987242,fest_Q135987242,Q135987242,festivélo,Festivélo,Festival,Q35,Denmark,2022-07-01,2022-07-02
fest_Q139901480,fest_Q139901480,Q139901480,leakycon,LeakyCon,Festival,Q16554,Denver,,
fest_Q139901480,fest_Q139901480,Q139901480,leakycon,LeakyCon,Festival,Q16554,Denver,,
fest_Q108816420,fest_Q108816420,Q108816420,roskilde festival 1999,Roskilde Festival 1999,Festival,Q35,Denmark,1999-07-01,1999-07-04
fest_Q12333812,fest_Q12333812,Q12333812,roskilde festival 2004,Roskilde Festival 2004,Festival,Q35,Denmark,2004-06-27,2004-07-04
fest_Q97462547,fest_Q97462547,Q97462547,dansk melodi grand prix 2017,Dansk Melodi Grand Prix 2017,Festival,Q35,Denmark,,
fest_Q108816622,fest_Q108816622,Q108816622,roskilde festival 1987,Roskilde Festival 1987,Festival,Q35,Denmark,1987-07-03,1987-07-05
fest_Q29152581,fest_Q29152581,Q29152581,dansk melodi grand prix 2018,Dansk Melodi Grand Prix 2018,Festival,Q35,Denmark,,
fest_Q2947200,fest_Q2947200,Q2947200,bogforum,BogForum,Festival,Q35,Denmark,,
fest_Q17341772,fest_Q17341772,Q17341772,græsted veterantræf,Græsted Veterantræf,Festival,Q35,Denmark,,
fest_Q7369010,fest_Q7369010,Q7369010,roskilde festival 2011,Roskilde Festival 2011,Festival,Q35,Denmark,2011-07-01,2011-07-03
fest_Q4727824,fest_Q4727824,Q4727824,all-con,All-Con,Festival,Q16557,Dallas,,
fest_Q108816699,fest_Q108816699,Q108816699,roskilde festival 1991,Roskilde Festival 1991,Festival,Q35,Denmark,1991-06-27,1991-06-30
fest_Q5266038,fest_Q5266038,Q5266038,detroit triple fan fair,Detroit Triple Fan Fair,Festival,Q12439,Detroit,,
fest_Q3430342,fest_Q3430342,Q3430342,roskilde festival 2010,Roskilde Festival 2010,Festival,Q35,Denmark,2010-07-01,2010-07-04
fest_Q12333798,fest_Q12333798,Q12333798,roskilde festival 1971,Roskilde Festival 1971,Festival,Q35,Denmark,1971-06-28,1971-06-29
fest_Q5255323,fest_Q5255323,Q5255323,demicon,DemiCon,Festival,Q39709,Des Moines,,
fest_Q16324385,fest_Q16324385,Q16324385,roskilde festival 2014,Roskilde Festival 2014,Festival,Q35,Denmark,2014-06-29,2014-07-06
fest_Q12314109,fest_Q12314109,Q12314109,golden days,Golden Days,Festival,Q1748,Copenhagen,,
fest_Q12314109,fest_Q12314109,Q12314109,golden days,Golden Days,Festival,Q1748,Copenhagen,,
fest_Q108816202,fest_Q108816202,Q108816202,roskilde festival 2015,Roskilde Festival 2015,Festival,Q35,Denmark,2015-06-27,2015-07-04
fest_Q64569200,fest_Q64569200,Q64569200,krigshistorisk festival,Krigshistorisk Festival,Festival,Q35,Denmark,,
fest_Q56063696,fest_Q56063696,Q56063696,copenhagen democracy summit,Copenhagen Democracy Summit,Festival,Q1748,Copenhagen,,
fest_Q112237231,fest_Q112237231,Q112237231,golden jubilee of margrethe ii,Golden Jubilee of Margrethe II,Festival,Q35,Denmark,,
fest_Q17081230,fest_Q17081230,Q17081230,milehicon,MileHiCon,Festival,Q16554,Denver,,
fest_Q108816698,fest_Q108816698,Q108816698,roskilde festival 1990,Roskilde Festival 1990,Festival,Q35,Denmark,1990-06-28,1990-07-01
fest_Q17509342,fest_Q17509342,Q17509342,aarhus international jazz festival,Aarhus International Jazz Festival,Festival,Q35,Denmark,,
fest_Q16324384,fest_Q16324384,Q16324384,roskilde festival 2013,Roskilde Festival 2013,Festival,Q35,Denmark,2013-07-04,2013-07-07
fest_Q135116239,fest_Q135116239,Q135116239,roskilde festival 2024,Roskilde Festival 2024,Festival,Q35,Denmark,2024-06-29,2024-07-06
fest_Q12333801,fest_Q12333801,Q12333801,roskilde festival 1974,Roskilde Festival 1974,Festival,Q35,Denmark,1974-06-28,1974-06-30
fest_Q5434248,fest_Q5434248,Q5434248,fantasticon,Fantasticon,Festival,Q1748,Copenhagen,,
fest_Q5434248,fest_Q5434248,Q5434248,fantasticon,Fantasticon,Festival,Q1748,Copenhagen,,
fest_Q16991678,fest_Q16991678,Q16991678,denver comic con,Denver Comic Con,Festival,Q16554,Denver,,
fest_Q64994907,fest_Q64994907,Q64994907,naturmødet,Naturmødet,Festival,Q35,Denmark,,
fest_Q28167921,fest_Q28167921,Q28167921,historiske dage,Historiske Dage,Festival,Q35,Denmark,,
fest_Q3435973,fest_Q3435973,Q3435973,rebild festival,Rebild Festival,Festival,Q35,Denmark,,
fest_Q3962454,fest_Q3962454,Q3962454,skanderborg festival,Skanderborg Festival,Festival,Q35,Denmark,,
fest_Q130712684,fest_Q130712684,Q130712684,fabula,Fabula,Festival,Q35,Denmark,,
fest_Q108816476,fest_Q108816476,Q108816476,roskilde festival 1998,Roskilde Festival 1998,Festival,Q35,Denmark,1998-06-25,1998-06-28
fest_Q108816493,fest_Q108816493,Q108816493,roskilde festival 1996,Roskilde Festival 1996,Festival,Q35,Denmark,1996-06-27,1996-06-30
fest_Q1118605,fest_Q1118605,Q1118605,protiproudu,ProtiProudu,Festival,Q213,Czech Republic,,
fest_Q12333632,fest_Q12333632,Q12333632,robodays,RoboDays,Festival,Q35,Denmark,,
fest_Q7928850,fest_Q7928850,Q7928850,vig festival,Vig Festival,Festival,Q35,Denmark,,
fest_Q3425467,fest_Q3425467,Q3425467,j-day,J-day,Festival,Q35,Denmark,,
fest_Q112617138,fest_Q112617138,Q112617138,autoclave,AutoClave,Festival,Q12439,Detroit,,
fest_Q85797933,fest_Q85797933,Q85797933,roskilde festival 2019,Roskilde Festival 2019,Festival,Q35,Denmark,2019-06-29,2019-07-06
fest_Q108816624,fest_Q108816624,Q108816624,roskilde festival 1989,Roskilde Festival 1989,Festival,Q35,Denmark,1989-06-30,1989-07-02
fest_Q12333799,fest_Q12333799,Q12333799,roskilde festival 1973,Roskilde Festival 1973,Festival,Q35,Denmark,1973-06-29,1973-07-01
fest_Q108816701,fest_Q108816701,Q108816701,roskilde festival 1993,Roskilde Festival 1993,Festival,Q35,Denmark,1993-07-01,1993-07-04
fest_Q16989031,fest_Q16989031,Q16989031,dallas fantasy fair,Dallas Fantasy Fair,Festival,Q16557,Dallas,,
fest_Q5211295,fest_Q5211295,Q5211295,dallas comic con,Dallas Comic Con,Festival,Q16557,Dallas,,
fest_Q6918116,fest_Q6918116,Q6918116,motor city comic con,Motor City Comic Con,Festival,Q12439,Detroit,,
fest_Q7707679,fest_Q7707679,Q7707679,texas fear fest,Texas Fear Fest,Festival,Q16557,Dallas,,
fest_Q108816178,fest_Q108816178,Q108816178,roskilde festival 2012,Roskilde Festival 2012,Festival,Q35,Denmark,2012-06-30,2012-07-08
fest_Q108816492,fest_Q108816492,Q108816492,roskilde festival 1995,Roskilde Festival 1995,Festival,Q35,Denmark,1995-06-29,1995-07-02
fest_Q31193509,fest_Q31193509,Q31193509,royal run,Royal Run,Festival,Q35,Denmark,,
fest_Q12333809,fest_Q12333809,Q12333809,roskilde festival 2001,Roskilde Festival 2001,Festival,Q35,Denmark,2001-06-24,2001-07-01
fest_Q7602460,fest_Q7602460,Q7602460,start festival,Start! Festival,Festival,Q35,Denmark,,
fest_Q1997010,fest_Q1997010,Q1997010,1st world festival of youth and students,1st World Festival of Youth and Students,Festival,Q213,Czech Republic,,
fest_Q1997010,fest_Q1997010,Q1997010,1st world festival of youth and students,1st World Festival of Youth and Students,Festival,Q213,Czech Republic,,
fest_Q135116680,fest_Q135116680,Q135116680,roskilde festival 2026,Roskilde Festival 2026,Festival,Q35,Denmark,,
fest_Q108816619,fest_Q108816619,Q108816619,roskilde festival 1984,Roskilde Festival 1984,Festival,Q35,Denmark,1984-06-29,1984-07-01
fest_Q6484244,fest_Q6484244,Q6484244,land og folk festival,Land og Folk Festival,Festival,Q35,Denmark,,
fest_Q108816494,fest_Q108816494,Q108816494,roskilde festival 1997,Roskilde Festival 1997,Festival,Q35,Denmark,1997-06-26,1997-06-29
fest_Q108816700,fest_Q108816700,Q108816700,roskilde festival 1992,Roskilde Festival 1992,Festival,Q35,Denmark,1992-06-25,1992-06-25
fest_Q106676266,fest_Q106676266,Q106676266,waiting for the tram in beroun,Waiting for the tram in Beroun,Festival,Q213,Czech Republic,,
fest_Q121682802,fest_Q121682802,Q121682802,slavex pride,Slavex Pride,Festival,Q213,Czech Republic,,
fest_Q123604829,fest_Q123604829,Q123604829,koprcon,KoprCon,Festival,Q213,Czech Republic,,
fest_Q12644207,fest_Q12644207,Q12644207,urban fest osijek,Urban Fest Osijek,Festival,Q224,Croatia,,
fest_Q104891169,fest_Q104891169,Q104891169,hořovická heligónka,Hořovická Heligónka,Festival,Q213,Czech Republic,,
fest_Q112622457,fest_Q112622457,Q112622457,hasičské slavnosti litoměřice,Hasičské slavnosti Litoměřice,Event,Q213,Czech Republic,,
fest_Q131472248,fest_Q131472248,Q131472248,ullmann's celebrations,Ullmann's celebrations,Festival,Q213,Czech Republic,,
fest_Q131472248,fest_Q131472248,Q131472248,ullmann's celebrations,Ullmann's celebrations,Festival,Q213,Czech Republic,,
fest_Q138381580,fest_Q138381580,Q138381580,battle of kulm reenactment,Battle of Kulm reenactment,Festival,Q213,Czech Republic,,
fest_Q12016672,fest_Q12016672,Q12016672,flaming nights,Flaming Nights,Festival,Q213,Czech Republic,,
fest_Q106612670,fest_Q106612670,Q106612670,sametové posvícení,Sametové posvícení,Festival,Q213,Czech Republic,,
fest_Q106612670,fest_Q106612670,Q106612670,sametové posvícení,Sametové posvícení,Festival,Q213,Czech Republic,,
fest_Q5876332,fest_Q5876332,Q5876332,hody,Hody,Festival,Q213,Czech Republic,,
fest_Q12058473,fest_Q12058473,Q12058473,teknival hostomice 1994,Teknival Hostomice 1994,Festival,Q213,Czech Republic,,
fest_Q10396698,fest_Q10396698,Q10396698,šamajim,Šamajim,Festival,Q213,Czech Republic,2004-01-01,2023-01-01
fest_Q12221393,fest_Q12221393,Q12221393,třebíčské bramborobraní,Třebíčské Bramborobraní,Festival,Q213,Czech Republic,,
fest_Q12630976,fest_Q12630976,Q12630976,new circus festival,New Circus Festival,Festival,Q224,Croatia,,
fest_Q12630976,fest_Q12630976,Q12630976,new circus festival,New Circus Festival,Festival,Q224,Croatia,,
fest_Q4685615,fest_Q4685615,Q4685615,adriatic boat show,Adriatic Boat Show,Festival,Q224,Croatia,2008-01-01,
fest_Q5264411,fest_Q5264411,Q5264411,designblok,Designblok,Festival,Q213,Czech Republic,,
fest_Q12354195,fest_Q12354195,Q12354195,international puppet theatre festival,International Puppet Theatre Festival,Festival,Q224,Croatia,,
fest_Q12354195,fest_Q12354195,Q12354195,international puppet theatre festival,International Puppet Theatre Festival,Festival,Q224,Croatia,,
fest_Q113360468,fest_Q113360468,Q113360468,ostrava pride,Ostrava Pride,Festival,Q213,Czech Republic,,
fest_Q18006511,fest_Q18006511,Q18006511,bezručova opava,Bezručova Opava,Festival,Q213,Czech Republic,,
fest_Q12058968,fest_Q12058968,Q12058968,tichý hlas pro svatou zemi,Tichý hlas pro Svatou zemi,Festival,Q213,Czech Republic,,
fest_Q27555477,fest_Q27555477,Q27555477,marketing festival,Marketing Festival,Festival,Q213,Czech Republic,2013-01-01,
fest_Q109567034,fest_Q109567034,Q109567034,smetana international piano competition,Smetana international piano competition,Festival,Q213,Czech Republic,,
fest_Q60161744,fest_Q60161744,Q60161744,oslava 100 let od vzniku českobratrské církve evangelické,Oslava 100 let od vzniku Českobratrské církve evangelické,Event,Q213,Czech Republic,,
fest_Q1278356,fest_Q1278356,Q1278356,porin award,Porin Award,Festival,Q224,Croatia,,
fest_Q131334835,fest_Q131334835,Q131334835,43th kladrubské léto music festival,43th Kladrubské léto music festival,Festival,Q213,Czech Republic,,
fest_Q30242242,fest_Q30242242,Q30242242,hanácké benátky,Hanácké Benátky,Festival,Q213,Czech Republic,,
fest_Q118118480,fest_Q118118480,Q118118480,advík,Advík,Festival,Q213,Czech Republic,,
fest_Q21659661,fest_Q21659661,Q21659661,zlatá praha festival,Zlatá Praha (festival),Festival,Q213,Czech Republic,,
fest_Q6786726,fest_Q6786726,Q6786726,mateřinka,Mateřinka,Festival,Q213,Czech Republic,,
fest_Q11706376,fest_Q11706376,Q11706376,bytefest,Bytefest,Festival,Q213,Czech Republic,,
fest_Q11706376,fest_Q11706376,Q11706376,bytefest,Bytefest,Festival,Q213,Czech Republic,,
fest_Q125807006,fest_Q125807006,Q125807006,žonglobalizace,Žonglobalizace,Festival,Q213,Czech Republic,2011-01-01,
fest_Q61728467,fest_Q61728467,Q61728467,wikiconference,Wikiconference,Festival,Q213,Czech Republic,2009-01-01,
fest_Q3513877,fest_Q3513877,Q3513877,sferakon,SFeraKon,Festival,Q224,Croatia,,
fest_Q7237677,fest_Q7237677,Q7237677,prague international jazz festival,Prague International Jazz Festival,Festival,Q213,Czech Republic,,
fest_Q7237677,fest_Q7237677,Q7237677,prague international jazz festival,Prague International Jazz Festival,Festival,Q213,Czech Republic,,
fest_Q17573685,fest_Q17573685,Q17573685,divadelní svět brno,Divadelní svět Brno,Festival,Q213,Czech Republic,,
fest_Q11773871,fest_Q11773871,Q11773871,czechtek 2005,CzechTek 2005,Festival,Q213,Czech Republic,,
fest_Q12038552,fest_Q12038552,Q12038552,monarchist march,Monarchist March,Festival,Q213,Czech Republic,,
fest_Q12038552,fest_Q12038552,Q12038552,monarchist march,Monarchist March,Festival,Q213,Czech Republic,,
fest_Q12630969,fest_Q12630969,Q12630969,festival of actor,Festival of Actor,Festival,Q224,Croatia,,
fest_Q20057394,fest_Q20057394,Q20057394,ghettofest,Ghettofest,Festival,Q213,Czech Republic,,
fest_Q131419079,fest_Q131419079,Q131419079,chodovar beer festival,Chodovar Beer Festival,Festival,Q213,Czech Republic,,
fest_Q7632447,fest_Q7632447,Q7632447,subversive film festival,Subversive Film Festival,Festival,Q224,Croatia,,
fest_Q7632447,fest_Q7632447,Q7632447,subversive film festival,Subversive Film Festival,Festival,Q224,Croatia,,
fest_Q131336018,fest_Q131336018,Q131336018,malá inventura,Malá inventura,Festival,Q213,Czech Republic,,
fest_Q11773873,fest_Q11773873,Q11773873,czechtek 2006,CzechTek 2006,Festival,Q213,Czech Republic,,
fest_Q117035823,fest_Q117035823,Q117035823,inauguration of the president of czech republic,inauguration of the president of Czech Republic,Event,Q213,Czech Republic,,
fest_Q5586807,fest_Q5586807,Q5586807,gorolski święto,Gorolski Święto,Festival,Q213,Czech Republic,,
fest_Q48831837,fest_Q48831837,Q48831837,chodorockfest,Chodorockfest,Festival,Q213,Czech Republic,,
fest_Q121682677,fest_Q121682677,Q121682677,most pride,Most Pride,Festival,Q213,Czech Republic,,
fest_Q5201741,fest_Q5201741,Q5201741,czech beer festival,Czech Beer Festival,Festival,Q213,Czech Republic,,
fest_Q136289011,fest_Q136289011,Q136289011,magiales šarivari,Magiales Šarivari,Festival,Q213,Czech Republic,1960-01-01,
fest_Q3510937,fest_Q3510937,Q3510937,festival fantazie,Festival fantazie,Festival,Q213,Czech Republic,,
fest_Q93956718,fest_Q93956718,Q93956718,bramborobraní 2016,Bramborobraní 2016,Festival,Q213,Czech Republic,,
fest_Q22262482,fest_Q22262482,Q22262482,utubering,Utubering,Festival,Q213,Czech Republic,,
fest_Q131418901,fest_Q131418901,Q131418901,8th chodovar beer festival,8th Chodovar Beer Festival,Event,Q213,Czech Republic,,
fest_Q12643646,fest_Q12643646,Q12643646,dance week festival,Dance Week Festival,Festival,Q224,Croatia,,
fest_Q12041853,fest_Q12041853,Q12041853,obrok,Obrok,Festival,Q213,Czech Republic,,
fest_Q5698187,fest_Q5698187,Q5698187,hefaiston,Hefaiston,Festival,Q213,Czech Republic,,
fest_Q26161577,fest_Q26161577,Q26161577,letní letná,Letní Letná,Festival,Q213,Czech Republic,,
fest_Q60366252,fest_Q60366252,Q60366252,chodské slavnosti,Chodské slavnosti,Festival,Q213,Czech Republic,,
fest_Q44326566,fest_Q44326566,Q44326566,máš umělecké střevo,Máš umělecké střevo?,Festival,Q213,Czech Republic,,
fest_Q107229240,fest_Q107229240,Q107229240,kladenské dvorky,Kladenské dvorky,Festival,Q213,Czech Republic,,
fest_Q12638009,fest_Q12638009,Q12638009,croatian theatre awards,Croatian Theatre Awards,Festival,Q224,Croatia,1992-11-24,
fest_Q104840435,fest_Q104840435,Q104840435,kaplické divadelní léto,Kaplické divadelní léto,Festival,Q213,Czech Republic,,
